:START_ID(Owner),:END_ID(Property),:TYPE,ownershipType,ownershipPercentage:float,startDate,endDate,acquisitionPrice:long,isCurrent:boolean,originalJointId,sourceSystem
ENT_007886,2075 0 91,OWNS,PRIMARY,100.0,2015-04-10,,349900,True,,ASSESSOR
ENT_003537,2075 0 92,OWNS,PRIMARY,100.0,2018-08-31,,556500,True,,ASSESSOR
ENT_000448,2075 0 93,OWNS,PRIMARY,100.0,2024-05-20,,1,True,,ASSESSOR
ENT_009910,2075 0 94,OWNS,PRIMARY,100.0,2014-11-24,,100,True,,ASSESSOR
ENT_000853,2075 0 95,OWNS,PRIMARY,100.0,2016-01-08,,473000,True,,ASSESSOR
ENT_008219,2075 0 96,OWNS,PRIMARY,100.0,2024-12-26,,1,True,,ASSESSOR
ENT_004264,2076 0 1,OWNS,PRIMARY,100.0,1988-10-25,,135000,True,,ASSESSOR
ENT_001112,2076 0 1A,OWNS,PRIMARY,100.0,2016-03-24,,314750,True,,ASSESSOR
ENT_008654,2076 0 2,OWNS,PRIMARY,100.0,2019-07-25,,1,True,,ASSESSOR
ENT_001639,2076 0 3,OWNS,PRIMARY,100.0,2025-02-11,,637500,True,,ASSESSOR
ENT_006267,2076 0 4,OWNS,PRIMARY,100.0,2006-04-21,,100,True,,ASSESSOR
ENT_002785,2076 0 5A,OWNS,PRIMARY,100.0,2014-07-03,,185000,True,,ASSESSOR
ENT_010855,2076 0 5B,OWNS,PRIMARY,100.0,2021-08-10,,185000,True,,ASSESSOR
ENT_010998,2076 0 5C,OWNS,PRIMARY,100.0,2024-04-02,,255000,True,,ASSESSOR
ENT_011452,2076 0 5D,OWNS,PRIMARY,100.0,2020-12-14,,305000,True,,ASSESSOR
ENT_008701,2076 0 5E,OWNS,PRIMARY,100.0,2018-07-11,,238000,True,,ASSESSOR
ENT_006919,2076 0 5F,OWNS,PRIMARY,100.0,2018-02-26,,100,True,,ASSESSOR
ENT_000446,2076 0 5G,OWNS,PRIMARY,100.0,2006-03-01,,205000,True,,ASSESSOR
ENT_007083,2076 0 5H,OWNS,PRIMARY,100.0,2006-03-01,,205000,True,,ASSESSOR
ENT_010183,2076 0 5J,OWNS,PRIMARY,100.0,1984-06-06,,0,True,,ASSESSOR
ENT_003855,2076 0 5K,OWNS,PRIMARY,100.0,1999-11-16,,245000,True,,ASSESSOR
ENT_003855,2076 0 5L,OWNS,PRIMARY,100.0,1999-11-16,,245000,True,,ASSESSOR
ENT_011874,2076 0 6,OWNS,PRIMARY,100.0,1991-03-27,,100,True,,ASSESSOR
ENT_004692,2076 0 6A,OWNS,PRIMARY,100.0,2016-09-27,,388000,True,,ASSESSOR
ENT_008332,2076 0 6B,OWNS,PRIMARY,100.0,2024-10-30,,1,True,,ASSESSOR
ENT_009229,2076 0 6C,OWNS,PRIMARY,100.0,1991-03-27,,100,True,,ASSESSOR
ENT_005001,2076 0 7,OWNS,PRIMARY,100.0,2019-07-01,,875000,True,,ASSESSOR
ENT_005997,2076 0 7A,OWNS,PRIMARY,100.0,2014-12-29,,295000,True,,ASSESSOR
ENT_001108,2076 0 7B,OWNS,PRIMARY,100.0,2000-12-21,,183000,True,,ASSESSOR
ENT_005456,2076 0 7C,OWNS,PRIMARY,100.0,2008-01-11,,310000,True,,ASSESSOR
ENT_005783,2076 0 7D,OWNS,PRIMARY,100.0,2000-03-06,,100,True,,ASSESSOR
ENT_000854,2076 0 7E,OWNS,PRIMARY,100.0,2012-10-15,,1,True,,ASSESSOR
ENT_011318,2076 0 7F,OWNS,PRIMARY,100.0,2011-07-28,,320000,True,,ASSESSOR
ENT_003580,2076 0 7G,OWNS,PRIMARY,100.0,2015-11-02,,1,True,,ASSESSOR
ENT_003297,2076 0 7H,OWNS,PRIMARY,100.0,1974-07-25,,0,True,,ASSESSOR
ENT_002632,2076 0 7I,OWNS,PRIMARY,100.0,1999-01-19,,190000,True,,ASSESSOR
ENT_004100,2076 0 7J,OWNS,PRIMARY,100.0,2022-08-18,,875000,True,,ASSESSOR
ENT_005986,2076 0 7K,OWNS,PRIMARY,100.0,2013-03-19,,1,True,,ASSESSOR
ENT_005300,2076 0 7N,OWNS,PRIMARY,100.0,2004-07-26,,298000,True,,ASSESSOR
ENT_000614,2076 0 7M,OWNS,PRIMARY,100.0,2022-06-30,,705000,True,,ASSESSOR
ENT_010518,2077 0 1,OWNS,PRIMARY,100.0,2023-01-23,,100,True,,ASSESSOR
ENT_007025,2077 0 11,OWNS,PRIMARY,100.0,2006-07-17,,100,True,,ASSESSOR
ENT_011495,2077 0 12,OWNS,PRIMARY,100.0,2022-10-06,,635000,True,,ASSESSOR
ENT_007998,2077 0 13,OWNS,PRIMARY,100.0,1963-09-09,,0,True,,ASSESSOR
ENT_005673,2077 0 14,OWNS,PRIMARY,100.0,2020-09-11,,525000,True,,ASSESSOR
ENT_000273,2077 0 15,OWNS,PRIMARY,100.0,2019-07-22,,1,True,,ASSESSOR
ENT_001209,2077 0 16,OWNS,PRIMARY,100.0,2017-10-30,,450000,True,,ASSESSOR
ENT_009767,2077 0 17,OWNS,PRIMARY,100.0,2024-02-21,,10,True,,ASSESSOR
ENT_011865,2077 0 18,OWNS,PRIMARY,100.0,2001-11-30,,281000,True,,ASSESSOR
ENT_010601,2077 0 19,OWNS,PRIMARY,100.0,2021-03-12,,1,True,,ASSESSOR
ENT_009733,2077 0 2,OWNS,PRIMARY,100.0,2025-03-24,,1,True,,ASSESSOR
ENT_011832,2077 0 20,OWNS,PRIMARY,100.0,2024-12-20,,540000,True,,ASSESSOR
ENT_006015,2077 0 21,OWNS,PRIMARY,100.0,2007-06-22,,369900,True,,ASSESSOR
ENT_006501,2077 0 22,OWNS,PRIMARY,100.0,2013-09-30,,388000,True,,ASSESSOR
ENT_001454,2077 0 23,OWNS,PRIMARY,100.0,1998-09-15,,100,True,,ASSESSOR
ENT_007593,2077 0 24,OWNS,PRIMARY,100.0,2009-11-02,,162500,True,,ASSESSOR
ENT_011057,2077 0 25,OWNS,PRIMARY,100.0,2017-04-25,,1,True,,ASSESSOR
ENT_006020,2077 0 26,OWNS,PRIMARY,100.0,2018-08-31,,1,True,,ASSESSOR
ENT_003041,2077 0 27,OWNS,PRIMARY,100.0,2020-09-28,,555000,True,,ASSESSOR
ENT_003272,2077 0 28,OWNS,PRIMARY,100.0,2020-07-23,,480000,True,,ASSESSOR
ENT_009739,2077 0 29,OWNS,PRIMARY,100.0,2021-02-23,,1,True,,ASSESSOR
ENT_010040,2077 0 3,OWNS,PRIMARY,100.0,2019-12-04,,540000,True,,ASSESSOR
ENT_010156,2077 0 30,OWNS,PRIMARY,100.0,2012-07-05,,1,True,,ASSESSOR
ENT_003526,2077 0 31,OWNS,PRIMARY,100.0,2003-08-12,,1,True,,ASSESSOR
ENT_000316,2077 0 32,OWNS,PRIMARY,100.0,2024-08-27,,639900,True,,ASSESSOR
ENT_009900,2077 0 33,OWNS,PRIMARY,100.0,2007-10-10,,330000,True,,ASSESSOR
ENT_001493,2077 0 34,OWNS,PRIMARY,100.0,2018-04-02,,435000,True,,ASSESSOR
ENT_000434,2077 0 35,OWNS,PRIMARY,100.0,1992-06-11,,159900,True,,ASSESSOR
ENT_009114,2077 0 36,OWNS,PRIMARY,100.0,2021-12-08,,10,True,,ASSESSOR
ENT_008744,2077 0 36A,OWNS,PRIMARY,100.0,1999-05-26,,100,True,,ASSESSOR
ENT_008210,2077 0 37,OWNS,PRIMARY,100.0,2021-05-28,,479000,True,,ASSESSOR
ENT_007304,2077 0 37A,OWNS,PRIMARY,100.0,2023-01-27,,1,True,,ASSESSOR
ENT_004185,2077 0 38,OWNS,PRIMARY,100.0,2021-07-12,,519000,True,,ASSESSOR
ENT_006386,2077 0 39,OWNS,PRIMARY,100.0,1987-01-20,,0,True,,ASSESSOR
ENT_002076,2077 0 4,OWNS,PRIMARY,100.0,2003-02-28,,285000,True,,ASSESSOR
ENT_000061,2077 0 5,OWNS,PRIMARY,100.0,2008-09-02,,235000,True,,ASSESSOR
ENT_009406,2077 0 6,OWNS,PRIMARY,100.0,1981-07-13,,0,True,,ASSESSOR
ENT_007937,2077 0 8,OWNS,PRIMARY,100.0,2010-11-30,,375000,True,,ASSESSOR
ENT_006452,2077 0 9,OWNS,PRIMARY,100.0,2021-03-02,,615000,True,,ASSESSOR
ENT_004365,2078 0 1,OWNS,PRIMARY,100.0,1994-06-21,,135000,True,,ASSESSOR
ENT_000380,2078 0 3,OWNS,PRIMARY,100.0,2002-02-01,,1,True,,ASSESSOR
ENT_008169,2078 0 3A,OWNS,PRIMARY,100.0,2006-06-26,,1,True,,ASSESSOR
ENT_001167,2078 0 3B,OWNS,PRIMARY,100.0,2021-02-01,,1,True,,ASSESSOR
ENT_005420,2078 0 3C,OWNS,PRIMARY,100.0,2020-07-02,,580000,True,,ASSESSOR
ENT_011035,2078 0 3D,OWNS,PRIMARY,100.0,2006-04-28,,372500,True,,ASSESSOR
ENT_005770,2078 0 3E,OWNS,PRIMARY,100.0,2017-12-07,,508000,True,,ASSESSOR
ENT_007976,2078 0 4A,OWNS,PRIMARY,100.0,2021-11-17,,1,True,,ASSESSOR
ENT_010107,2078 0 4B,OWNS,PRIMARY,100.0,2020-04-08,,1,True,,ASSESSOR
ENT_010962,2078 0 4C,OWNS,PRIMARY,100.0,2017-08-29,,609000,True,,ASSESSOR
ENT_003350,2078 0 4D,OWNS,PRIMARY,100.0,1995-09-15,,171000,True,,ASSESSOR
ENT_009277,2078 0 5,OWNS,PRIMARY,100.0,2019-01-07,,1500000,True,,ASSESSOR
ENT_006559,2078 0 6,OWNS,PRIMARY,100.0,1996-04-24,,100,True,,ASSESSOR
ENT_010053,2078 0 8,OWNS,PRIMARY,100.0,2023-04-03,,1,True,,ASSESSOR
ENT_007148,2079A 0 16,OWNS,PRIMARY,100.0,2020-09-24,,1,True,,ASSESSOR
ENT_001861,2079A 0 17,OWNS,PRIMARY,100.0,1994-11-29,,195000,True,,ASSESSOR
ENT_002951,2079A 0 18,OWNS,PRIMARY,100.0,2024-09-05,,1,True,,ASSESSOR
ENT_002501,2079A 0 19,OWNS,PRIMARY,100.0,2025-03-13,,1,True,,ASSESSOR
ENT_005505,2079A 0 1A,OWNS,PRIMARY,100.0,2007-10-30,,100,True,,ASSESSOR
ENT_005038,2079A 0 1E,OWNS,PRIMARY,100.0,2009-03-20,,442000,True,,ASSESSOR
ENT_009164,2079A 0 2,OWNS,PRIMARY,100.0,1990-03-02,,130000,True,,ASSESSOR
ENT_008783,2079A 0 20,OWNS,PRIMARY,100.0,2021-01-08,,1,True,,ASSESSOR
ENT_009671,2079A 0 22,OWNS,PRIMARY,100.0,2017-07-12,,680000,True,,ASSESSOR
ENT_006780,2079A 0 23,OWNS,PRIMARY,100.0,2023-01-06,,10,True,,ASSESSOR
ENT_007189,2079A 0 24,OWNS,PRIMARY,100.0,2021-10-19,,790000,True,,ASSESSOR
ENT_000855,2079A 0 25,OWNS,PRIMARY,100.0,2002-11-26,,399000,True,,ASSESSOR
ENT_003817,2079A 0 26,OWNS,PRIMARY,100.0,2006-06-29,,577500,True,,ASSESSOR
ENT_002739,2079A 0 27,OWNS,PRIMARY,100.0,2023-10-26,,630000,True,,ASSESSOR
ENT_010205,2079A 0 28,OWNS,PRIMARY,100.0,1999-08-12,,100,True,,ASSESSOR
ENT_009419,2079A 0 29,OWNS,PRIMARY,100.0,2017-07-13,,1,True,,ASSESSOR
ENT_011722,2079A 0 30,OWNS,PRIMARY,100.0,2023-06-05,,1,True,,ASSESSOR
ENT_008029,2079A 0 31,OWNS,PRIMARY,100.0,2019-07-31,,837500,True,,ASSESSOR
ENT_003873,2079A 0 32,OWNS,PRIMARY,100.0,2023-08-04,,1,True,,ASSESSOR
ENT_010327,2079A 0 33,OWNS,PRIMARY,100.0,1992-09-28,,258000,True,,ASSESSOR
ENT_001871,2079A 0 34,OWNS,PRIMARY,100.0,2022-02-14,,1,True,,ASSESSOR
ENT_008505,2079A 0 35,OWNS,PRIMARY,100.0,2007-01-16,,1,True,,ASSESSOR
ENT_002489,2079A 0 36,OWNS,PRIMARY,100.0,2021-08-23,,882000,True,,ASSESSOR
ENT_006802,2079A 0 37,OWNS,PRIMARY,100.0,2019-07-31,,678000,True,,ASSESSOR
ENT_002264,2079A 0 38,OWNS,PRIMARY,100.0,2010-11-15,,430000,True,,ASSESSOR
ENT_005242,2079A 0 39,OWNS,PRIMARY,100.0,2020-09-14,,549900,True,,ASSESSOR
ENT_011268,2079A 0 3A,OWNS,PRIMARY,100.0,2008-08-18,,430000,True,,ASSESSOR
ENT_011536,2079A 0 3B,OWNS,PRIMARY,100.0,2015-11-20,,100,True,,ASSESSOR
ENT_001277,2079A 0 40,OWNS,PRIMARY,100.0,2017-01-27,,582500,True,,ASSESSOR
ENT_010648,2079A 0 41,OWNS,PRIMARY,100.0,2025-03-19,,100,True,,ASSESSOR
ENT_009171,2079A 0 42,OWNS,PRIMARY,100.0,2016-03-31,,670000,True,,ASSESSOR
ENT_002921,2079A 0 43,OWNS,PRIMARY,100.0,2009-03-05,,1,True,,ASSESSOR
ENT_010702,2079A 0 44,OWNS,PRIMARY,100.0,2018-05-03,,100,True,,ASSESSOR
ENT_006226,2079A 0 45,OWNS,PRIMARY,100.0,2018-07-18,,1,True,,ASSESSOR
ENT_002491,2079A 0 46,OWNS,PRIMARY,100.0,2021-08-02,,1,True,,ASSESSOR
ENT_011947,2079A 0 47,OWNS,PRIMARY,100.0,2021-09-09,,1,True,,ASSESSOR
ENT_008847,2079A 0 48,OWNS,PRIMARY,100.0,2018-02-01,,380000,True,,ASSESSOR
ENT_005597,2079A 0 49,OWNS,PRIMARY,100.0,2014-04-25,,485000,True,,ASSESSOR
ENT_001368,2079A 0 8,OWNS,PRIMARY,100.0,2018-09-28,,10,True,,ASSESSOR
ENT_002418,2079B 0 10,OWNS,PRIMARY,100.0,1981-08-11,,0,True,,ASSESSOR
ENT_004912,2079B 0 11,OWNS,PRIMARY,100.0,2009-05-08,,1,True,,ASSESSOR
ENT_007761,2079B 0 12,OWNS,PRIMARY,100.0,2023-12-22,,660000,True,,ASSESSOR
ENT_005283,2079B 0 13,OWNS,PRIMARY,100.0,2007-01-12,,350000,True,,ASSESSOR
ENT_002677,2079B 0 14,OWNS,PRIMARY,100.0,2012-08-22,,1,True,,ASSESSOR
ENT_011545,2079B 0 15,OWNS,PRIMARY,100.0,2024-11-07,,100,True,,ASSESSOR
ENT_005051,2079B 0 21,OWNS,PRIMARY,100.0,2023-06-16,,700000,True,,ASSESSOR
ENT_000241,2079B 0 4,OWNS,PRIMARY,100.0,2013-11-13,,100,True,,ASSESSOR
ENT_008466,2079B 0 4A,OWNS,PRIMARY,100.0,2021-04-21,,10,True,,ASSESSOR
ENT_001869,2079B 0 4B,OWNS,PRIMARY,100.0,2023-07-14,,600000,True,,ASSESSOR
ENT_004120,2079B 0 4C,OWNS,PRIMARY,100.0,2010-06-29,,280000,True,,ASSESSOR
ENT_011008,2079B 0 5,OWNS,PRIMARY,100.0,2021-09-07,,1,True,,ASSESSOR
ENT_002891,2079B 0 6,OWNS,PRIMARY,100.0,2003-04-09,,303000,True,,ASSESSOR
ENT_004275,2079B 0 7,OWNS,PRIMARY,100.0,1996-02-02,,190500,True,,ASSESSOR
ENT_000367,2079B 0 9,OWNS,PRIMARY,100.0,1991-03-13,,100,True,,ASSESSOR
ENT_009835,2080 0 1,OWNS,PRIMARY,100.0,2023-06-29,,500000,True,,ASSESSOR
ENT_010193,2080 0 2,OWNS,PRIMARY,100.0,1982-06-11,,3000000,True,,ASSESSOR
ENT_009336,2082 0 1,OWNS,PRIMARY,100.0,2016-03-08,,100,True,,ASSESSOR
ENT_009737,2082 0 10,OWNS,PRIMARY,100.0,2021-11-22,,100,True,,ASSESSOR
ENT_011935,2082 0 11,OWNS,PRIMARY,100.0,2002-08-30,,270000,True,,ASSESSOR
ENT_011642,2082 0 12,OWNS,PRIMARY,100.0,2019-12-30,,1,True,,ASSESSOR
ENT_006679,2082 0 13,OWNS,PRIMARY,100.0,2021-02-19,,1,True,,ASSESSOR
ENT_007752,2082 0 14,OWNS,PRIMARY,100.0,2012-08-28,,260000,True,,ASSESSOR
ENT_005909,2082 0 15,OWNS,PRIMARY,100.0,2006-11-17,,1,True,,ASSESSOR
ENT_008887,2082 0 16,OWNS,PRIMARY,100.0,2016-07-15,,250000,True,,ASSESSOR
ENT_002875,2082 0 17,OWNS,PRIMARY,100.0,1997-08-04,,125000,True,,ASSESSOR
ENT_008962,2082 0 18,OWNS,PRIMARY,100.0,2012-11-16,,242500,True,,ASSESSOR
ENT_000383,2082 0 19,OWNS,PRIMARY,100.0,2003-05-19,,340000,True,,ASSESSOR
ENT_003429,2082 0 2,OWNS,PRIMARY,100.0,2021-05-25,,553000,True,,ASSESSOR
ENT_011951,2082 0 20,OWNS,PRIMARY,100.0,2005-08-29,,1,True,,ASSESSOR
ENT_007904,2082 0 21,OWNS,PRIMARY,100.0,2017-08-02,,192500,True,,ASSESSOR
ENT_006575,2082 0 22,OWNS,PRIMARY,100.0,2002-05-24,,320000,True,,ASSESSOR
ENT_001280,2082 0 23,OWNS,PRIMARY,100.0,2016-11-23,,1,True,,ASSESSOR
ENT_009338,2082 0 24,OWNS,PRIMARY,100.0,2002-10-10,,1,True,,ASSESSOR
ENT_001256,2082 0 25,OWNS,PRIMARY,100.0,2003-04-23,,1,True,,ASSESSOR
ENT_004328,2082 0 26,OWNS,PRIMARY,100.0,2006-09-29,,505000,True,,ASSESSOR
ENT_005779,2082 0 27,OWNS,PRIMARY,100.0,2007-09-07,,240000,True,,ASSESSOR
ENT_007899,2082 0 28,OWNS,PRIMARY,100.0,2018-11-30,,645000,True,,ASSESSOR
ENT_003223,2082 0 29,OWNS,PRIMARY,100.0,2014-03-25,,1,True,,ASSESSOR
ENT_000002,2082 0 3,OWNS,PRIMARY,100.0,2024-08-13,,100,True,,ASSESSOR
ENT_005266,2082 0 30,OWNS,PRIMARY,100.0,2020-09-09,,672000,True,,ASSESSOR
ENT_004062,2082 0 31,OWNS,PRIMARY,100.0,2024-08-12,,950000,True,,ASSESSOR
ENT_001149,2082 0 32,OWNS,PRIMARY,100.0,2000-11-01,,209900,True,,ASSESSOR
ENT_006110,2082 0 33,OWNS,PRIMARY,100.0,2017-07-03,,390000,True,,ASSESSOR
ENT_008089,2082 0 34,OWNS,PRIMARY,100.0,2013-10-09,,365000,True,,ASSESSOR
ENT_011078,2082 0 35,OWNS,PRIMARY,100.0,2010-04-22,,290000,True,,ASSESSOR
ENT_006040,2082 0 36,OWNS,PRIMARY,100.0,2016-08-11,,455000,True,,ASSESSOR
ENT_002059,2082 0 37,OWNS,PRIMARY,100.0,2012-04-04,,451000,True,,ASSESSOR
ENT_009367,2082 0 38,OWNS,PRIMARY,100.0,2013-06-24,,550000,True,,ASSESSOR
ENT_005586,2082 0 39,OWNS,PRIMARY,100.0,2012-10-26,,259000,True,,ASSESSOR
ENT_000225,2082 0 4,OWNS,PRIMARY,100.0,2014-06-25,,628000,True,,ASSESSOR
ENT_001622,2082 0 40,OWNS,PRIMARY,100.0,1999-08-09,,179500,True,,ASSESSOR
ENT_003519,2082 0 41,OWNS,PRIMARY,100.0,1989-07-21,,142000,True,,ASSESSOR
ENT_001328,2082 0 42,OWNS,PRIMARY,100.0,2004-04-23,,300000,True,,ASSESSOR
ENT_011322,2082 0 43,OWNS,PRIMARY,100.0,2020-04-24,,575000,True,,ASSESSOR
ENT_006394,2082 0 43A,OWNS,PRIMARY,100.0,2024-01-31,,100,True,,ASSESSOR
ENT_006394,2082 0 43B,OWNS,PRIMARY,100.0,1968-08-01,,0,True,,ASSESSOR
ENT_005521,2082 0 5,OWNS,PRIMARY,100.0,2022-11-30,,660000,True,,ASSESSOR
ENT_009998,2082 0 6,OWNS,PRIMARY,100.0,2018-05-01,,1,True,,ASSESSOR
ENT_001134,2082 0 7,OWNS,PRIMARY,100.0,2013-10-18,,595000,True,,ASSESSOR
ENT_004983,2082 0 8,OWNS,PRIMARY,100.0,2013-11-04,,1,True,,ASSESSOR
ENT_009105,2082 0 9,OWNS,PRIMARY,100.0,2017-03-27,,1,True,,ASSESSOR
ENT_005832,2083 0 1,OWNS,PRIMARY,100.0,2003-07-03,,480000,True,,ASSESSOR
ENT_003401,2083 0 10,OWNS,PRIMARY,100.0,2017-07-14,,580000,True,,ASSESSOR
ENT_005073,2083 0 11,OWNS,PRIMARY,100.0,1987-08-13,,217000,True,,ASSESSOR
ENT_005346,2083 0 12,OWNS,PRIMARY,100.0,2018-12-13,,660000,True,,ASSESSOR
ENT_007218,2083 0 13,OWNS,PRIMARY,100.0,2006-09-18,,1,True,,ASSESSOR
ENT_004248,2083 0 14,OWNS,PRIMARY,100.0,2024-07-26,,100,True,,ASSESSOR
ENT_006526,2083 0 15,OWNS,PRIMARY,100.0,1987-05-29,,187000,True,,ASSESSOR
ENT_005534,2083 0 16,OWNS,PRIMARY,100.0,2020-10-20,,1,True,,ASSESSOR
ENT_009868,2083 0 17,OWNS,PRIMARY,100.0,2024-10-09,,1,True,,ASSESSOR
ENT_008273,2083 0 18,OWNS,PRIMARY,100.0,1998-01-07,,215000,True,,ASSESSOR
ENT_007129,2083 0 19,OWNS,PRIMARY,100.0,2022-02-28,,670000,True,,ASSESSOR
ENT_006246,2083 0 2,OWNS,PRIMARY,100.0,1992-07-31,,190000,True,,ASSESSOR
ENT_005144,2083 0 20,OWNS,PRIMARY,100.0,1992-07-07,,1,True,,ASSESSOR
ENT_011629,2083 0 21,OWNS,PRIMARY,100.0,1992-08-27,,171000,True,,ASSESSOR
ENT_005279,2083 0 22,OWNS,PRIMARY,100.0,2015-11-20,,455000,True,,ASSESSOR
ENT_001080,2083 0 23,OWNS,PRIMARY,100.0,2017-08-31,,588200,True,,ASSESSOR
ENT_002434,2083 0 24,OWNS,PRIMARY,100.0,2002-07-10,,1,True,,ASSESSOR
ENT_011659,2083 0 25,OWNS,PRIMARY,100.0,2020-10-30,,765000,True,,ASSESSOR
ENT_010399,2083 0 26,OWNS,PRIMARY,100.0,2021-05-27,,10,True,,ASSESSOR
ENT_007921,2083 0 27,OWNS,PRIMARY,100.0,2005-08-08,,1,True,,ASSESSOR
ENT_009258,2083 0 28,OWNS,PRIMARY,100.0,2005-01-31,,435000,True,,ASSESSOR
ENT_000018,2083 0 29,OWNS,PRIMARY,100.0,2010-08-25,,465000,True,,ASSESSOR
ENT_010336,2083 0 3,OWNS,PRIMARY,100.0,1997-07-24,,1,True,,ASSESSOR
ENT_010552,2083 0 30,OWNS,PRIMARY,100.0,2022-07-22,,725000,True,,ASSESSOR
ENT_010921,2083 0 31,OWNS,PRIMARY,100.0,2022-06-27,,660000,True,,ASSESSOR
ENT_010711,2083 0 32,OWNS,PRIMARY,100.0,1999-07-07,,1,True,,ASSESSOR
ENT_007123,2083 0 33,OWNS,PRIMARY,100.0,1979-01-11,,0,True,,ASSESSOR
ENT_008404,2083 0 35,OWNS,PRIMARY,100.0,1992-05-29,,180000,True,,ASSESSOR
ENT_000909,2083 0 36,OWNS,PRIMARY,100.0,2023-06-22,,100,True,,ASSESSOR
ENT_002931,2083 0 37,OWNS,PRIMARY,100.0,2020-10-20,,10,True,,ASSESSOR
ENT_010789,2083 0 38,OWNS,PRIMARY,100.0,1989-09-14,,210000,True,,ASSESSOR
ENT_001146,2083 0 4,OWNS,PRIMARY,100.0,2017-09-29,,525000,True,,ASSESSOR
ENT_001591,2083 0 40,OWNS,PRIMARY,100.0,2000-06-26,,380000,True,,ASSESSOR
ENT_002914,2083 0 41,OWNS,PRIMARY,100.0,2013-12-12,,512500,True,,ASSESSOR
ENT_010989,2083 0 42,OWNS,PRIMARY,100.0,1998-12-21,,1,True,,ASSESSOR
ENT_007613,2083 0 43,OWNS,PRIMARY,100.0,2022-06-28,,820000,True,,ASSESSOR
ENT_001316,2083 0 4A,OWNS,PRIMARY,100.0,2013-08-01,,385000,True,,ASSESSOR
ENT_001316,2083 0 5,OWNS,PRIMARY,100.0,2013-08-01,,385000,True,,ASSESSOR
ENT_004013,2083 0 6,OWNS,PRIMARY,100.0,2004-10-29,,635000,True,,ASSESSOR
ENT_005256,2083 0 7,OWNS,PRIMARY,100.0,2022-09-30,,850000,True,,ASSESSOR
ENT_000275,2083 0 8,OWNS,PRIMARY,100.0,2018-03-30,,570000,True,,ASSESSOR
ENT_010167,2083 0 9,OWNS,PRIMARY,100.0,2018-04-20,,100,True,,ASSESSOR
ENT_010043,2084 0 1,OWNS,PRIMARY,100.0,1986-10-17,,120000,True,,ASSESSOR
ENT_002615,2084 0 10,OWNS,PRIMARY,100.0,1995-05-30,,194900,True,,ASSESSOR
ENT_010642,2084 0 11,OWNS,PRIMARY,100.0,2015-09-16,,319900,True,,ASSESSOR
ENT_005034,2084 0 12,OWNS,PRIMARY,100.0,2016-11-07,,353000,True,,ASSESSOR
ENT_006507,2084 0 13,OWNS,PRIMARY,100.0,2016-08-29,,367500,True,,ASSESSOR
ENT_002112,2084 0 14,OWNS,PRIMARY,100.0,2023-01-06,,350000,True,,ASSESSOR
ENT_007713,2084 0 15,OWNS,PRIMARY,100.0,1993-01-22,,148000,True,,ASSESSOR
ENT_008307,2084 0 16,OWNS,PRIMARY,100.0,1999-11-30,,195000,True,,ASSESSOR
ENT_002011,2084 0 17,OWNS,PRIMARY,100.0,2024-01-31,,1,True,,ASSESSOR
ENT_008707,2084 0 18,OWNS,PRIMARY,100.0,2020-12-23,,525000,True,,ASSESSOR
ENT_011110,2084 0 19,OWNS,PRIMARY,100.0,2015-11-16,,1,True,,ASSESSOR
ENT_005579,2084 0 2,OWNS,PRIMARY,100.0,2002-06-10,,395000,True,,ASSESSOR
ENT_007424,2084 0 20,OWNS,PRIMARY,100.0,1994-01-12,,1,True,,ASSESSOR
ENT_009579,2084 0 21,OWNS,PRIMARY,100.0,2017-03-31,,380000,True,,ASSESSOR
ENT_011860,2084 0 22,OWNS,PRIMARY,100.0,2004-06-29,,345000,True,,ASSESSOR
ENT_008374,2084 0 23,OWNS,PRIMARY,100.0,1997-06-30,,169900,True,,ASSESSOR
ENT_009942,2084 0 24,OWNS,PRIMARY,100.0,2020-03-13,,20000,True,,ASSESSOR
ENT_008299,2084 0 25,OWNS,PRIMARY,100.0,2016-10-24,,400000,True,,ASSESSOR
ENT_004715,2084 0 26,OWNS,PRIMARY,100.0,1998-10-30,,200000,True,,ASSESSOR
ENT_003541,2084 0 27,OWNS,PRIMARY,100.0,2006-07-27,,428000,True,,ASSESSOR
ENT_000838,2084 0 28,OWNS,PRIMARY,100.0,2019-01-14,,440000,True,,ASSESSOR
ENT_005524,2084 0 29,OWNS,PRIMARY,100.0,2020-05-18,,10,True,,ASSESSOR
ENT_010603,2084 0 3,OWNS,PRIMARY,100.0,2024-02-13,,565000,True,,ASSESSOR
ENT_001712,2084 0 30,OWNS,PRIMARY,100.0,2022-03-01,,100,True,,ASSESSOR
ENT_010099,2084 0 31,OWNS,PRIMARY,100.0,1976-07-29,,0,True,,ASSESSOR
ENT_004802,2084 0 32,OWNS,PRIMARY,100.0,2012-08-02,,350000,True,,ASSESSOR
ENT_006350,2084 0 33,OWNS,PRIMARY,100.0,2024-12-05,,635000,True,,ASSESSOR
ENT_011847,2084 0 34,OWNS,PRIMARY,100.0,2018-05-31,,650000,True,,ASSESSOR
ENT_003034,2084 0 35,OWNS,PRIMARY,100.0,2011-06-29,,254000,True,,ASSESSOR
ENT_007925,2084 0 36,OWNS,PRIMARY,100.0,2020-10-01,,599000,True,,ASSESSOR
ENT_011351,2084 0 37,OWNS,PRIMARY,100.0,1978-06-02,,0,True,,ASSESSOR
