relationship_id,:START_ID(Property),:END_ID(Owner),ownership_type,start_date,acquisition_price:long,ownership_percentage,relationship_type,is_current,source_system,source_load_ts,:TYPE
OWN_2042 0 87_ENT_001954,2042 0 87,ENT_001954,PRIMARY,2015-01-20,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.705995,OWNS
OWN_2042 0 88_ENT_004033,2042 0 88,ENT_004033,PRIMARY,2004-01-05,386000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.710498,OWNS
OWN_2042 0 89_ENT_008124,2042 0 89,ENT_008124,PRIMARY,2005-05-26,395000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.715022,OWNS
OWN_2042 0 9_ENT_002737,2042 0 9,ENT_002737,PRIMARY,2021-09-24,735000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.719488,OWNS
OWN_2042 0 90_ENT_005602,2042 0 90,ENT_005602,PRIMARY,2018-05-22,705000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.723998,OWNS
OWN_2042 0 9A_ENT_001370,2042 0 9A,ENT_001370,PRIMARY,2017-01-27,490000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.728527,OWNS
OWN_2042 0 9B_ENT_010606,2042 0 9B,ENT_010606,PRIMARY,1993-12-22,249900.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.733022,OWNS
OWN_2042 0 9C_ENT_002438,2042 0 9C,ENT_002438,PRIMARY,1993-11-18,235000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.737541,OWNS
OWN_2043 0 1_ENT_006096,2043 0 1,ENT_006096,PRIMARY,2010-02-03,9125000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.742146,OWNS
OWN_2043 0 1A_ENT_010861,2043 0 1A,ENT_010861,PRIMARY,2015-02-06,41500000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.746733,OWNS
OWN_2043 0 1B_ENT_008642,2043 0 1B,ENT_008642,PRIMARY,1983-09-28,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.751278,OWNS
OWN_2043 0 1C_ENT_010764,2043 0 1C,ENT_010764,PRIMARY,2022-06-21,4150000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.755910,OWNS
OWN_2043 0 1E_ENT_011000,2043 0 1E,ENT_011000,PRIMARY,2010-09-30,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.760441,OWNS
OWN_2043 0 1F_ENT_011000,2043 0 1F,ENT_011000,PRIMARY,2010-09-30,834000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.764974,OWNS
OWN_2043 0 2A_ENT_003294,2043 0 2A,ENT_003294,PRIMARY,2021-10-13,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.769487,OWNS
OWN_2043 0 2B_ENT_001269,2043 0 2B,ENT_001269,PRIMARY,2023-02-16,660000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.774000,OWNS
OWN_2043 0 2D_ENT_011937,2043 0 2D,ENT_011937,PRIMARY,2018-05-31,710000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.778503,OWNS
OWN_2043 0 2E_ENT_010217,2043 0 2E,ENT_010217,PRIMARY,2016-10-14,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.783015,OWNS
OWN_2043 0 2F_ENT_007770,2043 0 2F,ENT_007770,PRIMARY,1971-04-01,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.787529,OWNS
OWN_2043 0 2G_ENT_000728,2043 0 2G,ENT_000728,PRIMARY,2020-11-30,559000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.792019,OWNS
OWN_2043 0 2H_ENT_009248,2043 0 2H,ENT_009248,PRIMARY,2016-06-27,450000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.796566,OWNS
OWN_2043 0 2I_ENT_010275,2043 0 2I,ENT_010275,PRIMARY,2011-07-11,225000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.801071,OWNS
OWN_2044 0 1_ENT_006445,2044 0 1,ENT_006445,PRIMARY,2013-09-12,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.805671,OWNS
OWN_2044 0 10_ENT_001997,2044 0 10,ENT_001997,PRIMARY,2024-12-31,10.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.810193,OWNS
OWN_2044 0 11_ENT_004225,2044 0 11,ENT_004225,PRIMARY,2021-11-30,840000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.814733,OWNS
OWN_2044 0 13_ENT_008536,2044 0 13,ENT_008536,PRIMARY,2001-07-16,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.819253,OWNS
OWN_2044 0 14_ENT_006629,2044 0 14,ENT_006629,PRIMARY,2020-10-23,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.824125,OWNS
OWN_2044 0 15_ENT_000068,2044 0 15,ENT_000068,PRIMARY,2016-04-22,698000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.829039,OWNS
OWN_2044 0 16_ENT_005324,2044 0 16,ENT_005324,PRIMARY,2004-12-22,529900.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.833681,OWNS
OWN_2044 0 17_ENT_001638,2044 0 17,ENT_001638,PRIMARY,1974-02-11,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.838727,OWNS
OWN_2044 0 18_ENT_010350,2044 0 18,ENT_010350,PRIMARY,2013-09-23,625000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.843361,OWNS
OWN_2044 0 19A_ENT_012015,2044 0 19A,ENT_012015,PRIMARY,2016-08-02,665000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.847978,OWNS
OWN_2044 0 19B_ENT_009036,2044 0 19B,ENT_009036,PRIMARY,2019-09-03,769000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.852729,OWNS
OWN_2044 0 19C_ENT_010807,2044 0 19C,ENT_010807,PRIMARY,2010-04-30,10.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.857231,OWNS
OWN_2044 0 19D_ENT_001884,2044 0 19D,ENT_001884,PRIMARY,2006-11-02,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.861677,OWNS
OWN_2044 0 19E_ENT_000354,2044 0 19E,ENT_000354,PRIMARY,2011-03-25,418000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.866241,OWNS
OWN_2044 0 19F_ENT_000579,2044 0 19F,ENT_000579,PRIMARY,2011-03-21,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.870728,OWNS
OWN_2044 0 19G_ENT_006471,2044 0 19G,ENT_006471,PRIMARY,2008-12-31,625000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.875227,OWNS
OWN_2044 0 19H_ENT_002509,2044 0 19H,ENT_002509,PRIMARY,2024-01-16,805000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.879703,OWNS
OWN_2044 0 2_ENT_001066,2044 0 2,ENT_001066,PRIMARY,2019-05-06,737500.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.884168,OWNS
OWN_2044 0 3_ENT_009259,2044 0 3,ENT_009259,PRIMARY,2021-10-15,835000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.888634,OWNS
OWN_2044 0 4_ENT_000805,2044 0 4,ENT_000805,PRIMARY,2016-11-30,499900.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.893101,OWNS
OWN_2044 0 5_ENT_010471,2044 0 5,ENT_010471,PRIMARY,2002-08-01,499900.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.897589,OWNS
OWN_2044 0 6_ENT_005418,2044 0 6,ENT_005418,PRIMARY,2022-04-15,600000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.902127,OWNS
OWN_2044 0 7_ENT_010804,2044 0 7,ENT_010804,PRIMARY,2022-07-27,830000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.906654,OWNS
OWN_2044 0 8A_ENT_010946,2044 0 8A,ENT_010946,PRIMARY,1987-04-17,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.911185,OWNS
OWN_2044 0 9_ENT_000412,2044 0 9,ENT_000412,PRIMARY,2023-09-25,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.915696,OWNS
OWN_2045 0 1_ENT_009289,2045 0 1,ENT_009289,PRIMARY,2024-09-20,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.920268,OWNS
OWN_2045 0 11_ENT_007805,2045 0 11,ENT_007805,PRIMARY,2020-11-13,1200000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.924850,OWNS
OWN_2045 0 12_ENT_008807,2045 0 12,ENT_008807,PRIMARY,2016-07-21,599900.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.929446,OWNS
OWN_2045 0 13_ENT_005395,2045 0 13,ENT_005395,PRIMARY,2019-03-15,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.934035,OWNS
OWN_2045 0 14_ENT_004509,2045 0 14,ENT_004509,PRIMARY,2015-06-30,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.938949,OWNS
OWN_2045 0 15_ENT_010141,2045 0 15,ENT_010141,PRIMARY,2019-07-01,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.943898,OWNS
OWN_2045 0 16_ENT_007350,2045 0 16,ENT_007350,PRIMARY,1978-05-23,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.949011,OWNS
OWN_2045 0 17_ENT_000528,2045 0 17,ENT_000528,PRIMARY,2008-09-22,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.954051,OWNS
OWN_2045 0 17A_ENT_000528,2045 0 17A,ENT_000528,PRIMARY,2008-09-22,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.958719,OWNS
OWN_2045 0 18_ENT_009176,2045 0 18,ENT_009176,PRIMARY,2012-03-19,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.963362,OWNS
OWN_2045 0 19A_ENT_000503,2045 0 19A,ENT_000503,PRIMARY,2018-12-21,580000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.968085,OWNS
OWN_2045 0 19B_ENT_004433,2045 0 19B,ENT_004433,PRIMARY,2019-02-27,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.972658,OWNS
OWN_2045 0 19H_ENT_001832,2045 0 19H,ENT_001832,PRIMARY,2021-05-26,727500.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.977138,OWNS
OWN_2045 0 19I_ENT_005100,2045 0 19I,ENT_005100,PRIMARY,1976-06-06,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.981703,OWNS
OWN_2045 0 19J_ENT_011634,2045 0 19J,ENT_011634,PRIMARY,1977-12-02,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.986212,OWNS
OWN_2045 0 19L_ENT_005212,2045 0 19L,ENT_005212,PRIMARY,1976-06-16,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.990798,OWNS
OWN_2045 0 19M_ENT_007467,2045 0 19M,ENT_007467,PRIMARY,1976-06-16,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.995321,OWNS
OWN_2045 0 19N_ENT_007467,2045 0 19N,ENT_007467,PRIMARY,1976-06-16,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:48.999784,OWNS
OWN_2045 0 19O_ENT_007467,2045 0 19O,ENT_007467,PRIMARY,1976-06-16,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.004470,OWNS
OWN_2045 0 19P_ENT_007467,2045 0 19P,ENT_007467,PRIMARY,1976-06-16,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.009285,OWNS
OWN_2045 0 19Q_ENT_004014,2045 0 19Q,ENT_004014,PRIMARY,2003-08-13,587500.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.013801,OWNS
OWN_2045 0 19R_ENT_003931,2045 0 19R,ENT_003931,PRIMARY,2016-08-23,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.018452,OWNS
OWN_2045 0 19S_ENT_001511,2045 0 19S,ENT_001511,PRIMARY,1998-06-19,405000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.023397,OWNS
OWN_2045 0 19T_ENT_011308,2045 0 19T,ENT_011308,PRIMARY,2018-06-14,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.028117,OWNS
OWN_2045 0 19U_ENT_010386,2045 0 19U,ENT_010386,PRIMARY,2013-04-09,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.032877,OWNS
OWN_2045 0 19V_ENT_004174,2045 0 19V,ENT_004174,PRIMARY,2013-04-03,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.037423,OWNS
OWN_2045 0 2_ENT_004300,2045 0 2,ENT_004300,PRIMARY,2004-03-31,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.041890,OWNS
OWN_2045 0 20_ENT_007003,2045 0 20,ENT_007003,PRIMARY,1976-06-16,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.046483,OWNS
OWN_2045 0 23_ENT_006557,2045 0 23,ENT_006557,PRIMARY,2018-06-29,620000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.051061,OWNS
OWN_2045 0 24_ENT_009915,2045 0 24,ENT_009915,PRIMARY,2012-12-27,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.055685,OWNS
OWN_2045 0 25_ENT_004414,2045 0 25,ENT_004414,PRIMARY,2001-07-19,600000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.060207,OWNS
OWN_2045 0 26_ENT_006749,2045 0 26,ENT_006749,PRIMARY,2006-08-23,587500.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.064914,OWNS
OWN_2045 0 27_ENT_003596,2045 0 27,ENT_003596,PRIMARY,2017-01-24,10.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.069473,OWNS
OWN_2045 0 28_ENT_004888,2045 0 28,ENT_004888,PRIMARY,1991-07-31,225000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.074643,OWNS
OWN_2045 0 29_ENT_000981,2045 0 29,ENT_000981,PRIMARY,2009-08-07,446000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.079271,OWNS
OWN_2045 0 30_ENT_004861,2045 0 30,ENT_004861,PRIMARY,2019-05-15,725000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.083880,OWNS
OWN_2045 0 31_ENT_010556,2045 0 31,ENT_010556,PRIMARY,2021-02-08,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.088775,OWNS
OWN_2045 0 32_ENT_003858,2045 0 32,ENT_003858,PRIMARY,2018-07-02,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.093584,OWNS
OWN_2045 0 33_ENT_001601,2045 0 33,ENT_001601,PRIMARY,2021-12-20,100000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.098402,OWNS
OWN_2045 0 4_ENT_006460,2045 0 4,ENT_006460,PRIMARY,1978-09-29,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.103185,OWNS
OWN_2045 0 5_ENT_000083,2045 0 5,ENT_000083,PRIMARY,1992-08-18,10.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.107722,OWNS
OWN_2045 0 6_ENT_005363,2045 0 6,ENT_005363,PRIMARY,2021-05-04,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.112341,OWNS
OWN_2045 0 7_ENT_006726,2045 0 7,ENT_006726,PRIMARY,2004-11-19,620000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.117467,OWNS
OWN_2045 0 9_ENT_002351,2045 0 9,ENT_002351,PRIMARY,1996-09-27,320000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.122429,OWNS
OWN_2046 0 1_ENT_010029,2046 0 1,ENT_010029,PRIMARY,2020-07-20,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.126996,OWNS
OWN_2046 0 10_ENT_005594,2046 0 10,ENT_005594,PRIMARY,2010-07-01,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.131784,OWNS
OWN_2046 0 11_ENT_009603,2046 0 11,ENT_009603,PRIMARY,2019-01-18,430000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.136615,OWNS
OWN_2046 0 12_ENT_001470,2046 0 12,ENT_001470,PRIMARY,2016-10-11,443500.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.141311,OWNS
OWN_2046 0 13_ENT_007437,2046 0 13,ENT_007437,PRIMARY,1993-03-15,189900.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.145874,OWNS
OWN_2046 0 14_ENT_005197,2046 0 14,ENT_005197,PRIMARY,2013-07-31,365000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.150438,OWNS
OWN_2046 0 15_ENT_003564,2046 0 15,ENT_003564,PRIMARY,1978-05-11,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.154977,OWNS
OWN_2046 0 16_ENT_009631,2046 0 16,ENT_009631,PRIMARY,2009-03-31,348000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.159493,OWNS
OWN_2046 0 19_ENT_007561,2046 0 19,ENT_007561,PRIMARY,2023-04-14,630000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.164027,OWNS
OWN_2046 0 2_ENT_011648,2046 0 2,ENT_011648,PRIMARY,2024-08-23,700000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.168513,OWNS
OWN_2046 0 20_ENT_005195,2046 0 20,ENT_005195,PRIMARY,1995-08-28,265000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.173078,OWNS
OWN_2046 0 21_ENT_007978,2046 0 21,ENT_007978,PRIMARY,2022-09-07,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.177635,OWNS
OWN_2046 0 22_ENT_005855,2046 0 22,ENT_005855,PRIMARY,2019-02-07,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.182171,OWNS
OWN_2046 0 23_ENT_011580,2046 0 23,ENT_011580,PRIMARY,2012-12-10,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.186829,OWNS
OWN_2046 0 24_ENT_009587,2046 0 24,ENT_009587,PRIMARY,2019-04-12,840000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.191886,OWNS
OWN_2046 0 25_ENT_006041,2046 0 25,ENT_006041,PRIMARY,2018-08-28,425000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.196497,OWNS
OWN_2046 0 26_ENT_011116,2046 0 26,ENT_011116,PRIMARY,1994-08-31,160000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.201222,OWNS
OWN_2046 0 27_ENT_000719,2046 0 27,ENT_000719,PRIMARY,2003-09-22,310000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.206108,OWNS
OWN_2046 0 28_ENT_001429,2046 0 28,ENT_001429,PRIMARY,2016-11-17,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.210828,OWNS
OWN_2046 0 29_ENT_005503,2046 0 29,ENT_005503,PRIMARY,2022-10-20,580000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.215754,OWNS
OWN_2046 0 3_ENT_004394,2046 0 3,ENT_004394,PRIMARY,2024-10-29,10.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.220312,OWNS
OWN_2046 0 30_ENT_003455,2046 0 30,ENT_003455,PRIMARY,2014-08-15,10.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.224881,OWNS
OWN_2046 0 31_ENT_007580,2046 0 31,ENT_007580,PRIMARY,2023-08-15,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.229431,OWNS
OWN_2046 0 32_ENT_000583,2046 0 32,ENT_000583,PRIMARY,2017-07-14,629363.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.234163,OWNS
OWN_2046 0 33_ENT_005217,2046 0 33,ENT_005217,PRIMARY,2017-07-11,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.238894,OWNS
OWN_2046 0 34_ENT_001180,2046 0 34,ENT_001180,PRIMARY,2021-06-28,150000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.243481,OWNS
OWN_2046 0 35_ENT_002188,2046 0 35,ENT_002188,PRIMARY,2014-12-15,310000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.248494,OWNS
OWN_2046 0 37_ENT_003567,2046 0 37,ENT_003567,PRIMARY,1985-09-16,165000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.253253,OWNS
OWN_2046 0 38_ENT_008433,2046 0 38,ENT_008433,PRIMARY,2004-08-13,450000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.257825,OWNS
OWN_2046 0 39_ENT_010652,2046 0 39,ENT_010652,PRIMARY,2024-04-19,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.262363,OWNS
OWN_2046 0 4_ENT_010365,2046 0 4,ENT_010365,PRIMARY,2019-10-22,555000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.266816,OWNS
OWN_2046 0 40_ENT_002378,2046 0 40,ENT_002378,PRIMARY,2023-03-02,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.271373,OWNS
OWN_2046 0 41_ENT_008714,2046 0 41,ENT_008714,PRIMARY,1985-01-29,180000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.275873,OWNS
OWN_2046 0 42_ENT_009035,2046 0 42,ENT_009035,PRIMARY,2003-09-29,570000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.280385,OWNS
OWN_2046 0 43_ENT_008774,2046 0 43,ENT_008774,PRIMARY,2021-11-15,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.284883,OWNS
OWN_2046 0 44_ENT_002751,2046 0 44,ENT_002751,PRIMARY,2023-05-17,1020000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.289417,OWNS
OWN_2046 0 45_ENT_006119,2046 0 45,ENT_006119,PRIMARY,2023-03-29,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.293905,OWNS
OWN_2046 0 46_ENT_009629,2046 0 46,ENT_009629,PRIMARY,2002-04-18,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.298413,OWNS
OWN_2046 0 47_ENT_006283,2046 0 47,ENT_006283,PRIMARY,2004-09-30,532000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.303022,OWNS
OWN_2046 0 48_ENT_007881,2046 0 48,ENT_007881,PRIMARY,2007-08-01,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.308097,OWNS
OWN_2046 0 49_ENT_006559,2046 0 49,ENT_006559,PRIMARY,1955-01-01,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.312823,OWNS
OWN_2046 0 5_ENT_004704,2046 0 5,ENT_004704,PRIMARY,2009-02-23,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.317466,OWNS
OWN_2046 0 50_ENT_001747,2046 0 50,ENT_001747,PRIMARY,2013-01-23,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.322497,OWNS
OWN_2046 0 51_ENT_011673,2046 0 51,ENT_011673,PRIMARY,2021-12-01,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.327057,OWNS
OWN_2046 0 52_ENT_011826,2046 0 52,ENT_011826,PRIMARY,2012-03-26,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.331697,OWNS
OWN_2046 0 53_ENT_005604,2046 0 53,ENT_005604,PRIMARY,2008-06-30,739000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.336485,OWNS
OWN_2046 0 54_ENT_005432,2046 0 54,ENT_005432,PRIMARY,2019-03-28,590000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.341045,OWNS
OWN_2046 0 55_ENT_009345,2046 0 55,ENT_009345,PRIMARY,1992-06-29,320000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.345571,OWNS
OWN_2046 0 56_ENT_002411,2046 0 56,ENT_002411,PRIMARY,2014-11-26,685000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.350120,OWNS
OWN_2046 0 57_ENT_006584,2046 0 57,ENT_006584,PRIMARY,2024-04-12,100.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.354823,OWNS
OWN_2046 0 58_ENT_004389,2046 0 58,ENT_004389,PRIMARY,1988-09-23,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.359380,OWNS
OWN_2046 0 6_ENT_001002,2046 0 6,ENT_001002,PRIMARY,2018-11-09,789000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.363866,OWNS
OWN_2046 0 7_ENT_009100,2046 0 7,ENT_009100,PRIMARY,1991-12-19,180000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.368347,OWNS
OWN_2046 0 9A_ENT_006351,2046 0 9A,ENT_006351,PRIMARY,2021-07-30,810000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.372868,OWNS
OWN_2046 0 9B_ENT_005076,2046 0 9B,ENT_005076,PRIMARY,2005-06-30,562500.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.377408,OWNS
OWN_2047 0 1_ENT_005952,2047 0 1,ENT_005952,PRIMARY,2021-11-18,875000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.381881,OWNS
OWN_2047 0 10_ENT_000424,2047 0 10,ENT_000424,PRIMARY,2019-05-22,385000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.386514,OWNS
OWN_2047 0 11_ENT_003945,2047 0 11,ENT_003945,PRIMARY,1985-01-01,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.391052,OWNS
OWN_2047 0 11A_ENT_005881,2047 0 11A,ENT_005881,PRIMARY,2011-11-21,1.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.395474,OWNS
OWN_2047 0 11B_ENT_007135,2047 0 11B,ENT_007135,PRIMARY,2009-06-08,0.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.399933,OWNS
OWN_2047 0 11C_ENT_006823,2047 0 11C,ENT_006823,PRIMARY,2020-03-26,670000.0,100.0,OWNS,True,ASSESSOR,2025-07-21T22:31:49.404412,OWNS
