relationship_id,:START_ID(Permit),:END_ID(Property),issue_date,permit_type,estimated_cost:long,relationship_type,source_system,source_load_ts,:TYPE
PERMIT_PROP_1008468_1058 0 1F,1008468,1058 0 1F,2023-04-25,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.178378,ISSUED_FOR
PERMIT_PROP_1008469_3041 0 109,1008469,3041 0 109,2023-04-16,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.178473,ISSUED_FOR
PERMIT_PROP_1008470_1093 0 63,1008470,1093 0 63,2023-04-18,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.178567,ISSUED_FOR
PERMIT_PROP_1008471_3010 0 5,1008471,3010 0 5,2024-06-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.178662,ISSUED_FOR
PERMIT_PROP_1008472_2038 0 23,1008472,2038 0 23,2023-04-14,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.178756,ISSUED_FOR
PERMIT_PROP_1008473_2045 0 32,1008473,2045 0 32,2023-04-20,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.178850,ISSUED_FOR
PERMIT_PROP_1008474_3002 0 25,1008474,3002 0 25,2023-04-18,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.178945,ISSUED_FOR
PERMIT_PROP_1008475_2004 0 20,1008475,2004 0 20,2023-04-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.179040,ISSUED_FOR
PERMIT_PROP_1008476_1089 0 119,1008476,1089 0 119,2023-04-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.179135,ISSUED_FOR
PERMIT_PROP_1008477_2027 0 14,1008477,2027 0 14,2023-04-16,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.179230,ISSUED_FOR
PERMIT_PROP_1008478_2061 0 27,1008478,2061 0 27,2023-05-19,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.179324,ISSUED_FOR
PERMIT_PROP_1008479_2011 0 3,1008479,2011 0 3,2023-04-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.179417,ISSUED_FOR
PERMIT_PROP_1008480_2033 0 38,1008480,2033 0 38,2023-04-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.179512,ISSUED_FOR
PERMIT_PROP_1008481_2084 0 14,1008481,2084 0 14,2023-04-14,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.179606,ISSUED_FOR
PERMIT_PROP_1008482_2053B 0 1T,1008482,2053B 0 1T,2023-04-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.179700,ISSUED_FOR
PERMIT_PROP_1008483_2082 0 28,1008483,2082 0 28,2023-04-24,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.179794,ISSUED_FOR
PERMIT_PROP_1008484_1026 0 8,1008484,1026 0 8,2023-04-18,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.179888,ISSUED_FOR
PERMIT_PROP_1008485_2057 0 12C,1008485,2057 0 12C,2023-04-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.179983,ISSUED_FOR
PERMIT_PROP_1008486_3054 0 10,1008486,3054 0 10,2023-04-14,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.180076,ISSUED_FOR
PERMIT_PROP_1008487_1026 10A A203,1008487,1026 10A A203,2023-04-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.180170,ISSUED_FOR
PERMIT_PROP_1008488_1056 0 63B,1008488,1056 0 63B,2023-05-17,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.180264,ISSUED_FOR
PERMIT_PROP_1008489_3030 0 1E,1008489,3030 0 1E,2023-04-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.180358,ISSUED_FOR
PERMIT_PROP_1008490_3023 0 20,1008490,3023 0 20,2023-04-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.180453,ISSUED_FOR
PERMIT_PROP_1008491_2065 0 43,1008491,2065 0 43,2023-04-18,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.180548,ISSUED_FOR
PERMIT_PROP_1008492_3049 0 281,1008492,3049 0 281,2023-04-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.180642,ISSUED_FOR
PERMIT_PROP_1008494_1049 0 33A,1008494,1049 0 33A,2023-04-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.180791,ISSUED_FOR
PERMIT_PROP_1008495_2043 0 1,1008495,2043 0 1,2023-04-14,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.180886,ISSUED_FOR
PERMIT_PROP_1008496_3027 0 7K,1008496,3027 0 7K,2023-04-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.180980,ISSUED_FOR
PERMIT_PROP_1008497_2011 0 3,1008497,2011 0 3,2023-05-03,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.181074,ISSUED_FOR
PERMIT_PROP_1008498_2074 0 31,1008498,2074 0 31,2023-04-14,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.181169,ISSUED_FOR
PERMIT_PROP_1008499_2065 0 43,1008499,2065 0 43,2023-04-14,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.181262,ISSUED_FOR
PERMIT_PROP_1008500_3006 0 7,1008500,3006 0 7,,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.181357,ISSUED_FOR
PERMIT_PROP_1008501_1016 0 19,1008501,1016 0 19,2023-04-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.181453,ISSUED_FOR
PERMIT_PROP_1008502_1025 0 125,1008502,1025 0 125,2023-04-24,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.181548,ISSUED_FOR
PERMIT_PROP_1008503_2014 0 83,1008503,2014 0 83,2023-04-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.181642,ISSUED_FOR
PERMIT_PROP_1008504_1098 0 9,1008504,1098 0 9,2023-05-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.181737,ISSUED_FOR
PERMIT_PROP_1008505_1065 0 60,1008505,1065 0 60,2023-04-16,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.181832,ISSUED_FOR
PERMIT_PROP_1008506_1110 0 45,1008506,1110 0 45,2023-04-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.181927,ISSUED_FOR
PERMIT_PROP_1008507_1109 0 5F,1008507,1109 0 5F,2023-04-19,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.182021,ISSUED_FOR
PERMIT_PROP_1008508_1001 0 190,1008508,1001 0 190,2023-04-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.182116,ISSUED_FOR
PERMIT_PROP_1008510_1107 0 175,1008510,1107 0 175,2023-04-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.182267,ISSUED_FOR
PERMIT_PROP_1008511_1111 0 1B,1008511,1111 0 1B,2023-05-26,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.182361,ISSUED_FOR
PERMIT_PROP_1008512_1071 0 50,1008512,1071 0 50,2023-04-19,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.182456,ISSUED_FOR
PERMIT_PROP_1008513_2006 0 17,1008513,2006 0 17,2023-04-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.182551,ISSUED_FOR
PERMIT_PROP_1008514_1045 0 52,1008514,1045 0 52,2023-05-03,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.182645,ISSUED_FOR
PERMIT_PROP_1008515_2032 0 119,1008515,2032 0 119,2023-04-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.182739,ISSUED_FOR
PERMIT_PROP_1008516_2046 0 29,1008516,2046 0 29,2023-04-25,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.182834,ISSUED_FOR
PERMIT_PROP_1008517_1073C 0 186,1008517,1073C 0 186,2023-04-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.182927,ISSUED_FOR
PERMIT_PROP_1008518_2046 0 29,1008518,2046 0 29,2023-04-18,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.183023,ISSUED_FOR
PERMIT_PROP_1008519_2085 0 8,1008519,2085 0 8,2023-04-18,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.183116,ISSUED_FOR
PERMIT_PROP_1008520_3029 0 2325,1008520,3029 0 2325,2023-04-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.183211,ISSUED_FOR
PERMIT_PROP_1008521_2047 0 11B,1008521,2047 0 11B,2023-05-23,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.183304,ISSUED_FOR
PERMIT_PROP_1008525_2089 0 22,1008525,2089 0 22,2023-04-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.183563,ISSUED_FOR
PERMIT_PROP_1008527_1026 0 12,1008527,1026 0 12,2023-04-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.183713,ISSUED_FOR
PERMIT_PROP_1008528_2046 0 13,1008528,2046 0 13,2023-04-18,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.183809,ISSUED_FOR
PERMIT_PROP_1008529_1032 0 12,1008529,1032 0 12,2023-04-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.183904,ISSUED_FOR
PERMIT_PROP_1008530_1071 0 26,1008530,1071 0 26,2023-04-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.183998,ISSUED_FOR
PERMIT_PROP_1008531_2042 0 20,1008531,2042 0 20,2023-04-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.184094,ISSUED_FOR
PERMIT_PROP_1008532_3064 0 51,1008532,3064 0 51,2023-04-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.184188,ISSUED_FOR
PERMIT_PROP_1008533_2088 0 11,1008533,2088 0 11,2023-04-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.184282,ISSUED_FOR
PERMIT_PROP_1008534_1080 0 13,1008534,1080 0 13,2023-04-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.184378,ISSUED_FOR
PERMIT_PROP_1008535_3003 0 39,1008535,3003 0 39,2023-04-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.184473,ISSUED_FOR
PERMIT_PROP_1008536_1041 0 718G,1008536,1041 0 718G,2023-04-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.184567,ISSUED_FOR
PERMIT_PROP_1008538_3044 0 42,1008538,3044 0 42,2023-04-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.184719,ISSUED_FOR
PERMIT_PROP_1008539_1083 0 18,1008539,1083 0 18,2023-05-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.184813,ISSUED_FOR
PERMIT_PROP_1008541_1125 0 17,1008541,1125 0 17,2023-04-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.184993,ISSUED_FOR
PERMIT_PROP_1008542_1125 0 17,1008542,1125 0 17,2023-04-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.185091,ISSUED_FOR
PERMIT_PROP_1008543_1125 0 17,1008543,1125 0 17,2023-04-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.185232,ISSUED_FOR
PERMIT_PROP_1008544_2028 0 26A,1008544,2028 0 26A,2023-04-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.185394,ISSUED_FOR
PERMIT_PROP_1008545_1125 0 17,1008545,1125 0 17,2023-04-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.185507,ISSUED_FOR
PERMIT_PROP_1008546_1102 0 2B,1008546,1102 0 2B,2023-04-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.185612,ISSUED_FOR
PERMIT_PROP_1008547_1037 0 1110E,1008547,1037 0 1110E,2023-04-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.185712,ISSUED_FOR
PERMIT_PROP_1008548_3025 0 3P,1008548,3025 0 3P,2023-04-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.185812,ISSUED_FOR
PERMIT_PROP_1008550_2061 0 43,1008550,2061 0 43,2023-04-21,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.185968,ISSUED_FOR
PERMIT_PROP_1008551_1110 0 52,1008551,1110 0 52,2023-04-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.186064,ISSUED_FOR
PERMIT_PROP_1008552_1078 0 19,1008552,1078 0 19,2023-04-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.186160,ISSUED_FOR
PERMIT_PROP_1008553_2033 0 38,1008553,2033 0 38,2023-04-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.186255,ISSUED_FOR
PERMIT_PROP_1008554_2088 0 24,1008554,2088 0 24,2023-04-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.186351,ISSUED_FOR
PERMIT_PROP_1008555_2027 0 28,1008555,2027 0 28,2023-04-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.186588,ISSUED_FOR
PERMIT_PROP_1008556_3044 0 80,1008556,3044 0 80,2023-04-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.186730,ISSUED_FOR
PERMIT_PROP_1008557_2007 0 7B,1008557,2007 0 7B,,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.186843,ISSUED_FOR
PERMIT_PROP_1008558_1005 0 46,1008558,1005 0 46,2023-04-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.186948,ISSUED_FOR
PERMIT_PROP_1008559_2023 0 2,1008559,2023 0 2,2023-04-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.187048,ISSUED_FOR
PERMIT_PROP_1008560_3018 0 21E,1008560,3018 0 21E,2023-04-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.187148,ISSUED_FOR
PERMIT_PROP_1008561_3041 0 109,1008561,3041 0 109,2023-04-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.187247,ISSUED_FOR
PERMIT_PROP_1008563_3024 0 1B,1008563,3024 0 1B,2023-04-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.187409,ISSUED_FOR
PERMIT_PROP_1008564_3059 0 21,1008564,3059 0 21,2023-04-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.187514,ISSUED_FOR
PERMIT_PROP_1008565_3007 0 2,1008565,3007 0 2,2023-05-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.187613,ISSUED_FOR
PERMIT_PROP_1008566_3007 0 2,1008566,3007 0 2,2023-05-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.187711,ISSUED_FOR
PERMIT_PROP_1008567_2075 0 51,1008567,2075 0 51,2023-04-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.187808,ISSUED_FOR
PERMIT_PROP_1008583_3059 0 21,1008583,3059 0 21,2023-04-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.188739,ISSUED_FOR
PERMIT_PROP_1008591_1069 8 2-417,1008591,1069 8 2-417,2023-04-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.189225,ISSUED_FOR
PERMIT_PROP_1008592_1069 8 2-417,1008592,1069 8 2-417,2023-05-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.189325,ISSUED_FOR
PERMIT_PROP_1008593_1025 0 55,1008593,1025 0 55,2023-04-25,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.189422,ISSUED_FOR
PERMIT_PROP_1008594_3007 0 2,1008594,3007 0 2,2023-04-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.189522,ISSUED_FOR
PERMIT_PROP_1008595_1086 0 15,1008595,1086 0 15,2023-04-25,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.189620,ISSUED_FOR
PERMIT_PROP_1008596_1086 0 15,1008596,1086 0 15,2023-04-18,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.189718,ISSUED_FOR
PERMIT_PROP_1008597_1046 0 18,1008597,1046 0 18,2023-04-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.189814,ISSUED_FOR
PERMIT_PROP_1008598_2065 0 43,1008598,2065 0 43,2023-04-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.189911,ISSUED_FOR
PERMIT_PROP_1008599_2090 0 37,1008599,2090 0 37,2023-04-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.190008,ISSUED_FOR
PERMIT_PROP_1008600_1025 0 110,1008600,1025 0 110,2023-04-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.190105,ISSUED_FOR
PERMIT_PROP_1008601_1016 0 4,1008601,1016 0 4,2023-04-10,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.190206,ISSUED_FOR
PERMIT_PROP_1008602_3052 0 34,1008602,3052 0 34,2023-04-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.190306,ISSUED_FOR
PERMIT_PROP_1008603_3042 0 10,1008603,3042 0 10,2023-04-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.190401,ISSUED_FOR
PERMIT_PROP_1008605_1074 0 12,1008605,1074 0 12,,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.190554,ISSUED_FOR
PERMIT_PROP_1008606_1083 0 45,1008606,1083 0 45,2023-06-21,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.190651,ISSUED_FOR
PERMIT_PROP_1008607_3026 0 15,1008607,3026 0 15,2023-03-31,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.190747,ISSUED_FOR
PERMIT_PROP_1008608_1081 0 26,1008608,1081 0 26,2023-03-31,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.190844,ISSUED_FOR
PERMIT_PROP_1008609_2075 0 24,1008609,2075 0 24,2023-03-31,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.190940,ISSUED_FOR
PERMIT_PROP_1008613_3053 0 71,1008613,3053 0 71,2023-03-31,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.191201,ISSUED_FOR
PERMIT_PROP_1008614_3053 0 71,1008614,3053 0 71,2023-03-31,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.191298,ISSUED_FOR
PERMIT_PROP_1008615_3029 0 46,1008615,3029 0 46,2023-04-25,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.191395,ISSUED_FOR
PERMIT_PROP_1008616_3029 0 46,1008616,3029 0 46,2023-04-25,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.191491,ISSUED_FOR
PERMIT_PROP_1008617_2070 0 46,1008617,2070 0 46,2023-05-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.191587,ISSUED_FOR
PERMIT_PROP_1008618_3021 0 21,1008618,3021 0 21,2023-04-03,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.191683,ISSUED_FOR
PERMIT_PROP_1008619_1068 0 7W,1008619,1068 0 7W,2023-04-03,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.191778,ISSUED_FOR
PERMIT_PROP_1008620_1061 0 200,1008620,1061 0 200,2023-05-16,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.191874,ISSUED_FOR
PERMIT_PROP_1008621_3003 0 60H,1008621,3003 0 60H,2023-04-03,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.191969,ISSUED_FOR
PERMIT_PROP_1008622_2070 0 46,1008622,2070 0 46,2023-04-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.192066,ISSUED_FOR
PERMIT_PROP_1008623_2050 0 5B,1008623,2050 0 5B,2023-04-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.192163,ISSUED_FOR
PERMIT_PROP_1008624_1001 0 18,1008624,1001 0 18,2023-04-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.192261,ISSUED_FOR
PERMIT_PROP_1008625_3007 0 2,1008625,3007 0 2,2023-05-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.192357,ISSUED_FOR
PERMIT_PROP_1008626_1006 0 66,1008626,1006 0 66,2023-04-19,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.192452,ISSUED_FOR
PERMIT_PROP_1008627_3002 0 31,1008627,3002 0 31,2023-03-31,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.192546,ISSUED_FOR
PERMIT_PROP_1008628_1062 0 133,1008628,1062 0 133,2023-03-31,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.192642,ISSUED_FOR
PERMIT_PROP_1008629_3056 0 54,1008629,3056 0 54,2023-04-25,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.192738,ISSUED_FOR
PERMIT_PROP_1008630_3004 0 12,1008630,3004 0 12,2023-03-31,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.192834,ISSUED_FOR
PERMIT_PROP_1008632_2043 0 1,1008632,2043 0 1,2023-04-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.192989,ISSUED_FOR
PERMIT_PROP_1008633_3029 0 2329,1008633,3029 0 2329,2023-03-31,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.193086,ISSUED_FOR
PERMIT_PROP_1008634_3027 0 8B,1008634,3027 0 8B,2023-03-31,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.193182,ISSUED_FOR
PERMIT_PROP_1008635_1061 0 169,1008635,1061 0 169,2023-03-30,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.193278,ISSUED_FOR
PERMIT_PROP_1008636_2012 0 11,1008636,2012 0 11,2023-04-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.193373,ISSUED_FOR
PERMIT_PROP_1008637_2085 0 39,1008637,2085 0 39,2023-04-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.193468,ISSUED_FOR
PERMIT_PROP_1008638_3018 0 13A,1008638,3018 0 13A,2023-03-31,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.193564,ISSUED_FOR
PERMIT_PROP_1008639_3049 0 286,1008639,3049 0 286,2023-04-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.193659,ISSUED_FOR
PERMIT_PROP_1008640_1009 0 29,1008640,1009 0 29,2023-03-30,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.193755,ISSUED_FOR
PERMIT_PROP_1008641_2090 0 37,1008641,2090 0 37,2023-04-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.193851,ISSUED_FOR
PERMIT_PROP_1008642_1009 0 29,1008642,1009 0 29,2023-04-03,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.193948,ISSUED_FOR
PERMIT_PROP_1008643_2044 0 11,1008643,2044 0 11,2023-03-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.194043,ISSUED_FOR
PERMIT_PROP_1008645_1119 35 8328,1008645,1119 35 8328,2023-04-24,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.194196,ISSUED_FOR
PERMIT_PROP_1008646_2031 0 11,1008646,2031 0 11,2023-03-30,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.194293,ISSUED_FOR
PERMIT_PROP_1008647_3007 0 12,1008647,3007 0 12,2023-03-30,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.194388,ISSUED_FOR
PERMIT_PROP_1008648_3003 0 60C,1008648,3003 0 60C,2023-03-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.194486,ISSUED_FOR
PERMIT_PROP_1008649_1045 0 52,1008649,1045 0 52,2023-04-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:18.194581,ISSUED_FOR
