relationship_id,:START_ID(Permit),:END_ID(Property),issue_date,permit_type,estimated_cost:long,relationship_type,source_system,source_load_ts,:TYPE
PERMIT_PROP_1005947_2028 0 37,1005947,2028 0 37,2023-12-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.951152,ISSUED_FOR
PERMIT_PROP_1005949_1124 0 10,1005949,1124 0 10,2023-12-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.951305,ISSUED_FOR
PERMIT_PROP_1005950_2035 0 5B,1005950,2035 0 5B,2023-12-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.951401,ISSUED_FOR
PERMIT_PROP_1005951_1015 0 43,1005951,1015 0 43,2024-09-24,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.951497,ISSUED_FOR
PERMIT_PROP_1005952_1015 0 43,1005952,1015 0 43,2024-06-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.951599,ISSUED_FOR
PERMIT_PROP_1005953_2020 0 8K,1005953,2020 0 8K,2023-12-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.951696,ISSUED_FOR
PERMIT_PROP_1005954_1015 0 43,1005954,1015 0 43,2024-03-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.951793,ISSUED_FOR
PERMIT_PROP_1005955_1083 0 51,1005955,1083 0 51,2023-12-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.951890,ISSUED_FOR
PERMIT_PROP_1005956_1062 0 126,1005956,1062 0 126,2023-12-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.951987,ISSUED_FOR
PERMIT_PROP_1005957_3020 0 84,1005957,3020 0 84,2023-12-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.952083,ISSUED_FOR
PERMIT_PROP_1005958_1071 0 6B,1005958,1071 0 6B,2023-12-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.952179,ISSUED_FOR
PERMIT_PROP_1005959_2007 0 11,1005959,2007 0 11,2023-12-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.952276,ISSUED_FOR
PERMIT_PROP_1005960_2007 0 11,1005960,2007 0 11,2023-12-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.952372,ISSUED_FOR
PERMIT_PROP_1005961_1110 0 29,1005961,1110 0 29,2023-12-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.952469,ISSUED_FOR
PERMIT_PROP_1005962_1119 35 8321,1005962,1119 35 8321,2023-12-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.952565,ISSUED_FOR
PERMIT_PROP_1005963_1026 10A 3406,1005963,1026 10A 3406,2023-12-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.952661,ISSUED_FOR
PERMIT_PROP_1005964_1026 10A 3406,1005964,1026 10A 3406,2023-12-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.952912,ISSUED_FOR
PERMIT_PROP_1005965_1098 0 39,1005965,1098 0 39,2023-12-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.953056,ISSUED_FOR
PERMIT_PROP_1005967_1017 0 21,1005967,1017 0 21,2023-12-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.953236,ISSUED_FOR
PERMIT_PROP_1005968_2008 0 4,1005968,2008 0 4,,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.953340,ISSUED_FOR
PERMIT_PROP_1005969_1021 0 2,1005969,1021 0 2,2023-12-18,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.953439,ISSUED_FOR
PERMIT_PROP_1005970_2053D 0 6B,1005970,2053D 0 6B,2023-12-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.953536,ISSUED_FOR
PERMIT_PROP_1005971_3026 0 5,1005971,3026 0 5,2023-12-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.953634,ISSUED_FOR
PERMIT_PROP_1005972_2037 0 23,1005972,2037 0 23,2023-12-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.953731,ISSUED_FOR
PERMIT_PROP_1005973_3027 0 6R,1005973,3027 0 6R,2023-12-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.953828,ISSUED_FOR
PERMIT_PROP_1005974_2057 0 12,1005974,2057 0 12,2023-12-14,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.953924,ISSUED_FOR
PERMIT_PROP_1005976_1062 0 126,1005976,1062 0 126,2023-12-19,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.954078,ISSUED_FOR
PERMIT_PROP_1005977_3051 0 8,1005977,3051 0 8,2023-12-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.954174,ISSUED_FOR
PERMIT_PROP_1005978_2036 0 77,1005978,2036 0 77,2023-12-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.954272,ISSUED_FOR
PERMIT_PROP_1005979_1025 0 26,1005979,1025 0 26,2023-12-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.954368,ISSUED_FOR
PERMIT_PROP_1005981_2065 0 19,1005981,2065 0 19,2023-12-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.954523,ISSUED_FOR
PERMIT_PROP_1005982_2050 0 5B,1005982,2050 0 5B,2023-12-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.954620,ISSUED_FOR
PERMIT_PROP_1005983_2048 0 15A,1005983,2048 0 15A,2023-12-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.954716,ISSUED_FOR
PERMIT_PROP_1005984_1069 0 30,1005984,1069 0 30,2024-02-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.954812,ISSUED_FOR
PERMIT_PROP_1005985_2023 0 38,1005985,2023 0 38,2023-12-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.954908,ISSUED_FOR
PERMIT_PROP_1005986_2023 0 38,1005986,2023 0 38,2023-12-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.955005,ISSUED_FOR
PERMIT_PROP_1005987_2072 0 28,1005987,2072 0 28,2023-12-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.955101,ISSUED_FOR
PERMIT_PROP_1005988_1046 0 32,1005988,1046 0 32,2023-12-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.955197,ISSUED_FOR
PERMIT_PROP_1005989_2048 0 15A,1005989,2048 0 15A,2023-12-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.955294,ISSUED_FOR
PERMIT_PROP_1005991_1025 0 64,1005991,1025 0 64,,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.955448,ISSUED_FOR
PERMIT_PROP_1005992_3026 0 17,1005992,3026 0 17,2023-12-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.955544,ISSUED_FOR
PERMIT_PROP_1005993_1017 0 9G,1005993,1017 0 9G,2023-12-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.955641,ISSUED_FOR
PERMIT_PROP_1005994_2050 0 5B,1005994,2050 0 5B,2023-12-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.955738,ISSUED_FOR
PERMIT_PROP_1005995_2048 0 14D,1005995,2048 0 14D,2024-02-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.955835,ISSUED_FOR
PERMIT_PROP_1005996_3010 0 63A,1005996,3010 0 63A,2023-12-08,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.955931,ISSUED_FOR
PERMIT_PROP_1005997_1038 0 8C,1005997,1038 0 8C,2024-01-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.956027,ISSUED_FOR
PERMIT_PROP_1005998_1080 0 39,1005998,1080 0 39,2023-12-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.956122,ISSUED_FOR
PERMIT_PROP_1005999_2007 0 11,1005999,2007 0 11,2023-12-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.956217,ISSUED_FOR
PERMIT_PROP_1006000_3054 0 36,1006000,3054 0 36,2023-12-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.956313,ISSUED_FOR
PERMIT_PROP_1006001_2024 0 19,1006001,2024 0 19,2023-12-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.956409,ISSUED_FOR
PERMIT_PROP_1006002_2089 0 22,1006002,2089 0 22,2024-01-25,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.956504,ISSUED_FOR
PERMIT_PROP_1006003_3011 0 26,1006003,3011 0 26,2024-01-12,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.956600,ISSUED_FOR
PERMIT_PROP_1006004_1006 0 42,1006004,1006 0 42,2023-12-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.956697,ISSUED_FOR
PERMIT_PROP_1006005_2079A 0 31,1006005,2079A 0 31,2023-12-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.956793,ISSUED_FOR
PERMIT_PROP_1006006_2021 0 7,1006006,2021 0 7,2023-12-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.956889,ISSUED_FOR
PERMIT_PROP_1006007_2030 0 40A,1006007,2030 0 40A,2023-12-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.956984,ISSUED_FOR
PERMIT_PROP_1006008_3013 0 51,1006008,3013 0 51,2023-12-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.957080,ISSUED_FOR
PERMIT_PROP_1006009_2023 0 38,1006009,2023 0 38,2023-12-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.957176,ISSUED_FOR
PERMIT_PROP_1006010_2053D 0 6B,1006010,2053D 0 6B,2023-12-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.957272,ISSUED_FOR
PERMIT_PROP_1006011_2027 0 10,1006011,2027 0 10,2023-12-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.957373,ISSUED_FOR
PERMIT_PROP_1006012_1017 0 9G,1006012,1017 0 9G,2023-12-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.957476,ISSUED_FOR
PERMIT_PROP_1006013_3027 0 9V,1006013,3027 0 9V,2023-12-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.957573,ISSUED_FOR
PERMIT_PROP_1006014_1078 0 61,1006014,1078 0 61,2023-12-26,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.957668,ISSUED_FOR
PERMIT_PROP_1006015_3042 0 5,1006015,3042 0 5,2023-12-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.957764,ISSUED_FOR
PERMIT_PROP_1006016_1125 0 17,1006016,1125 0 17,2023-12-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.957860,ISSUED_FOR
PERMIT_PROP_1006017_1093 0 6L,1006017,1093 0 6L,2024-01-26,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.957957,ISSUED_FOR
PERMIT_PROP_1006018_1107 0 4D,1006018,1107 0 4D,2023-12-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.958053,ISSUED_FOR
PERMIT_PROP_1006021_1083 0 5A,1006021,1083 0 5A,2023-12-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.958266,ISSUED_FOR
PERMIT_PROP_1006022_3003 0 54,1006022,3003 0 54,,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.958364,ISSUED_FOR
PERMIT_PROP_1006024_1045 0 21,1006024,1045 0 21,2023-12-14,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.958521,ISSUED_FOR
PERMIT_PROP_1006026_1075 0 11C,1006026,1075 0 11C,,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.958676,ISSUED_FOR
PERMIT_PROP_1006027_1054 3 204,1006027,1054 3 204,2024-01-03,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.958773,ISSUED_FOR
PERMIT_PROP_1006028_2057 0 6Y,1006028,2057 0 6Y,2023-12-28,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.958870,ISSUED_FOR
PERMIT_PROP_1006029_3043 0 4,1006029,3043 0 4,2023-12-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.958966,ISSUED_FOR
PERMIT_PROP_1006030_1024 0 1C,1006030,1024 0 1C,2023-12-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.959062,ISSUED_FOR
PERMIT_PROP_1006031_2089 0 22,1006031,2089 0 22,2023-12-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.959159,ISSUED_FOR
PERMIT_PROP_1006032_2007 0 11,1006032,2007 0 11,2023-12-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.959257,ISSUED_FOR
PERMIT_PROP_1006033_1110 0 4,1006033,1110 0 4,2023-12-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.959352,ISSUED_FOR
PERMIT_PROP_1006034_3044 0 2,1006034,3044 0 2,2023-12-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.959448,ISSUED_FOR
PERMIT_PROP_1006035_1059 0 5M,1006035,1059 0 5M,2023-12-06,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.959544,ISSUED_FOR
PERMIT_PROP_1006036_1071 0 6B,1006036,1071 0 6B,2023-12-26,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.959641,ISSUED_FOR
PERMIT_PROP_1006037_3026 0 17,1006037,3026 0 17,,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.959736,ISSUED_FOR
PERMIT_PROP_1006038_1074 0 18,1006038,1074 0 18,2023-12-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.959831,ISSUED_FOR
PERMIT_PROP_1006039_1113 1 9,1006039,1113 1 9,2023-12-01,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.959928,ISSUED_FOR
PERMIT_PROP_1006040_2048 0 1,1006040,2048 0 1,2023-12-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.960025,ISSUED_FOR
PERMIT_PROP_1006041_2025 0 42,1006041,2025 0 42,2023-11-30,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.960121,ISSUED_FOR
PERMIT_PROP_1006042_2025 0 42,1006042,2025 0 42,2023-11-30,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.960218,ISSUED_FOR
PERMIT_PROP_1006043_1069 0 76,1006043,1069 0 76,2023-12-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.960314,ISSUED_FOR
PERMIT_PROP_1006044_1021 0 2,1006044,1021 0 2,2023-12-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.960409,ISSUED_FOR
PERMIT_PROP_1006045_3004 0 21,1006045,3004 0 21,2023-11-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.960505,ISSUED_FOR
PERMIT_PROP_1006046_2038 0 21,1006046,2038 0 21,2023-12-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.960601,ISSUED_FOR
PERMIT_PROP_1006047_1109 0 41,1006047,1109 0 41,2023-12-01,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.960697,ISSUED_FOR
PERMIT_PROP_1006048_3038 0 61,1006048,3038 0 61,2023-12-11,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.960794,ISSUED_FOR
PERMIT_PROP_1006049_2050 0 5B,1006049,2050 0 5B,2023-12-01,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.960889,ISSUED_FOR
PERMIT_PROP_1006050_2050 0 5B,1006050,2050 0 5B,2023-12-01,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.960986,ISSUED_FOR
PERMIT_PROP_1006052_1089 0 75,1006052,1089 0 75,2023-12-01,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.961140,ISSUED_FOR
PERMIT_PROP_1006053_3058 0 32,1006053,3058 0 32,2023-12-07,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.961236,ISSUED_FOR
PERMIT_PROP_1006054_2067 0 1G,1006054,2067 0 1G,2023-11-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.961332,ISSUED_FOR
PERMIT_PROP_1006055_2087 0 52,1006055,2087 0 52,2023-11-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.961428,ISSUED_FOR
PERMIT_PROP_1006056_2072 0 28,1006056,2072 0 28,2023-12-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.961524,ISSUED_FOR
PERMIT_PROP_1006057_2007 0 11,1006057,2007 0 11,2023-11-30,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.961619,ISSUED_FOR
PERMIT_PROP_1006058_1078 0 36,1006058,1078 0 36,2023-11-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.961716,ISSUED_FOR
PERMIT_PROP_1006059_1109 0 6,1006059,1109 0 6,2023-11-28,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.961813,ISSUED_FOR
PERMIT_PROP_1006060_2089 0 22,1006060,2089 0 22,2023-11-30,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.961910,ISSUED_FOR
PERMIT_PROP_1006061_2089 0 22,1006061,2089 0 22,2023-12-01,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.962006,ISSUED_FOR
PERMIT_PROP_1006064_3052 0 95A,1006064,3052 0 95A,2023-11-30,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.962215,ISSUED_FOR
PERMIT_PROP_1006065_3052 0 95A,1006065,3052 0 95A,2023-11-30,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.962311,ISSUED_FOR
PERMIT_PROP_1006066_3013 0 39C,1006066,3013 0 39C,2023-12-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.962407,ISSUED_FOR
PERMIT_PROP_1006067_1069 8 2-417,1006067,1069 8 2-417,2023-11-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.962504,ISSUED_FOR
PERMIT_PROP_1006068_1046 0 32,1006068,1046 0 32,2023-11-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.962600,ISSUED_FOR
PERMIT_PROP_1006069_1046 0 32,1006069,1046 0 32,,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.962698,ISSUED_FOR
PERMIT_PROP_1006070_1105 0 13,1006070,1105 0 13,2023-12-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.962794,ISSUED_FOR
PERMIT_PROP_1006071_1105 0 13,1006071,1105 0 13,2023-12-05,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.962890,ISSUED_FOR
PERMIT_PROP_1006072_3042 0 5,1006072,3042 0 5,,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.962986,ISSUED_FOR
PERMIT_PROP_1006073_1056 0 52C,1006073,1056 0 52C,2023-11-30,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.963081,ISSUED_FOR
PERMIT_PROP_1006074_1065 0 158F,1006074,1065 0 158F,2023-11-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.963177,ISSUED_FOR
PERMIT_PROP_1006075_2007 0 11,1006075,2007 0 11,2023-11-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.963274,ISSUED_FOR
PERMIT_PROP_1006076_1113 1 9,1006076,1113 1 9,2023-11-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.963370,ISSUED_FOR
PERMIT_PROP_1006077_2072 0 28,1006077,2072 0 28,2023-11-28,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.963465,ISSUED_FOR
PERMIT_PROP_1006078_1049 0 33B,1006078,1049 0 33B,2023-11-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.963561,ISSUED_FOR
PERMIT_PROP_1006079_3012 0 54,1006079,3012 0 54,2023-11-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.963657,ISSUED_FOR
PERMIT_PROP_1006080_2014 0 35,1006080,2014 0 35,2023-11-28,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.963754,ISSUED_FOR
PERMIT_PROP_1006081_3029 0 46,1006081,3029 0 46,,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.963850,ISSUED_FOR
PERMIT_PROP_1006083_1017 0 9G,1006083,1017 0 9G,2023-11-30,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.964005,ISSUED_FOR
PERMIT_PROP_1006084_2033 0 9,1006084,2033 0 9,2023-11-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.964101,ISSUED_FOR
PERMIT_PROP_1006085_1040 0 10,1006085,1040 0 10,2023-11-28,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.964197,ISSUED_FOR
PERMIT_PROP_1006087_3044 0 2,1006087,3044 0 2,2023-11-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.964352,ISSUED_FOR
PERMIT_PROP_1006088_2067 0 1G,1006088,2067 0 1G,2023-12-01,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.964448,ISSUED_FOR
PERMIT_PROP_1006090_1102 0 37,1006090,1102 0 37,2023-11-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.964601,ISSUED_FOR
PERMIT_PROP_1006091_1006 0 53A,1006091,1006 0 53A,2023-12-15,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.964697,ISSUED_FOR
PERMIT_PROP_1006092_3026 0 37,1006092,3026 0 37,2023-11-28,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.964792,ISSUED_FOR
PERMIT_PROP_1006093_2015 0 23,1006093,2015 0 23,2023-12-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.964888,ISSUED_FOR
PERMIT_PROP_1006094_2015 0 23,1006094,2015 0 23,2023-12-13,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.964985,ISSUED_FOR
PERMIT_PROP_1006098_3038 0 61,1006098,3038 0 61,2023-11-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.965249,ISSUED_FOR
PERMIT_PROP_1006099_2048 0 1,1006099,2048 0 1,2023-12-01,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.965345,ISSUED_FOR
PERMIT_PROP_1006100_1119 35 5107,1006100,1119 35 5107,2023-11-30,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.965443,ISSUED_FOR
PERMIT_PROP_1006101_1025 0 90,1006101,1025 0 90,2023-11-27,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.965540,ISSUED_FOR
PERMIT_PROP_1006102_1006 0 25,1006102,1006 0 25,2023-12-14,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.965635,ISSUED_FOR
PERMIT_PROP_1006103_2019 4 5,1006103,2019 4 5,2023-12-04,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.965731,ISSUED_FOR
PERMIT_PROP_1006104_3004 0 17,1006104,3004 0 17,2023-11-29,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.965827,ISSUED_FOR
PERMIT_PROP_1006106_1056 0 14,1006106,1056 0 14,2023-11-27,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.965980,ISSUED_FOR
PERMIT_PROP_1006107_1044 0 1C,1006107,1044 0 1C,,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.966076,ISSUED_FOR
PERMIT_PROP_1006108_3005 0 18,1006108,3005 0 18,2024-03-22,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.966173,ISSUED_FOR
PERMIT_PROP_1006109_1047 0 28,1006109,1047 0 28,2023-11-28,UNKNOWN,0,PERMIT_FOR,BUILDING_DEPT,2025-07-21T22:32:17.966268,ISSUED_FOR
