relationship_id,:END_ID(Permit),:START_ID(Contractor),work_start_date,work_category,contract_value:long,contractor_role,relationship_type,source_system,source_load_ts,:TYPE
PERMIT_CONT_1005787_3063171157.0,1005787,3063171157.0,2024-01-04,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.965768,WORKED_ON
PERMIT_CONT_1005788_1441039357.0,1005788,1441039357.0,2024-01-04,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.965859,WORKED_ON
PERMIT_CONT_1005789_1318578223.0,1005789,1318578223.0,2024-01-03,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.965950,WORKED_ON
PERMIT_CONT_1005791_1892812995.0,1005791,1892812995.0,2024-01-03,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.966095,WORKED_ON
PERMIT_CONT_1005792_1892812995.0,1005792,1892812995.0,2024-01-03,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.966186,WORKED_ON
PERMIT_CONT_1005793_2631273283.0,1005793,2631273283.0,2024-01-04,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.966276,WORKED_ON
PERMIT_CONT_1005797_1593434808.0,1005797,1593434808.0,2024-01-03,ELECTRICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.966532,WORKED_ON
PERMIT_CONT_1005799_2774376994.0,1005799,2774376994.0,2024-01-04,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.966679,WORKED_ON
PERMIT_CONT_1005800_2480149535.0,1005800,2480149535.0,2024-01-04,ELECTRICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.966771,WORKED_ON
PERMIT_CONT_1005801_2487830738.0,1005801,2487830738.0,2024-01-03,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.966862,WORKED_ON
PERMIT_CONT_1005802_696965505.0,1005802,696965505.0,2024-01-22,INTERIOR,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.966955,WORKED_ON
PERMIT_CONT_1005803_3606538196.0,1005803,3606538196.0,2024-01-04,BUILDING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.967046,WORKED_ON
PERMIT_CONT_1005804_3458604062.0,1005804,3458604062.0,2024-01-05,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.967137,WORKED_ON
PERMIT_CONT_1005805_3458604062.0,1005805,3458604062.0,2024-01-05,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.967227,WORKED_ON
PERMIT_CONT_1005806_3458604062.0,1005806,3458604062.0,2024-01-05,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.967319,WORKED_ON
PERMIT_CONT_1005808_829946495.0,1005808,829946495.0,2024-01-04,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.967467,WORKED_ON
PERMIT_CONT_1005810_243381981.0,1005810,243381981.0,2024-01-03,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.967613,WORKED_ON
PERMIT_CONT_1005811_829946495.0,1005811,829946495.0,2024-01-04,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.967704,WORKED_ON
PERMIT_CONT_1005814_2801523336.0,1005814,2801523336.0,2024-01-03,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.967930,WORKED_ON
PERMIT_CONT_1005816_2340179556.0,1005816,2340179556.0,2024-01-02,INTERIOR,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.968081,WORKED_ON
PERMIT_CONT_1005817_1060317660.0,1005817,1060317660.0,2023-12-28,INTERIOR,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.968175,WORKED_ON
PERMIT_CONT_1005819_3657234983.0,1005819,3657234983.0,2024-01-03,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.968321,WORKED_ON
PERMIT_CONT_1005820_4249671485.0,1005820,4249671485.0,2024-01-03,ELECTRICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.968413,WORKED_ON
PERMIT_CONT_1005823_4294957207.0,1005823,4294957207.0,2023-12-28,INTERIOR,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.968876,WORKED_ON
PERMIT_CONT_1005824_2801523336.0,1005824,2801523336.0,2023-12-27,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.969018,WORKED_ON
PERMIT_CONT_1005826_2432148709.0,1005826,2432148709.0,2023-12-28,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.969194,WORKED_ON
PERMIT_CONT_1005827_2432148709.0,1005827,2432148709.0,2023-12-28,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.969293,WORKED_ON
PERMIT_CONT_1005828_1702169519.0,1005828,1702169519.0,2024-01-02,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.969391,WORKED_ON
PERMIT_CONT_1005829_1702169519.0,1005829,1702169519.0,2024-01-02,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.969487,WORKED_ON
PERMIT_CONT_1005830_748466530.0,1005830,748466530.0,2024-01-02,INTERIOR,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.969581,WORKED_ON
PERMIT_CONT_1005831_2470819855.0,1005831,2470819855.0,2023-12-28,ELECTRICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.969675,WORKED_ON
PERMIT_CONT_1005834_3645605283.0,1005834,3645605283.0,2023-12-26,INTERIOR,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.969880,WORKED_ON
PERMIT_CONT_1005838_2524616884.0,1005838,2524616884.0,2023-12-27,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.970135,WORKED_ON
PERMIT_CONT_1005844_2432148709.0,1005844,2432148709.0,2023-12-28,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.970624,WORKED_ON
PERMIT_CONT_1005846_4294957263.0,1005846,4294957263.0,2023-12-27,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.970806,WORKED_ON
PERMIT_CONT_1005847_4294957263.0,1005847,4294957263.0,2023-12-27,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.970908,WORKED_ON
PERMIT_CONT_1005849_3250470924.0,1005849,3250470924.0,2023-12-26,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.971065,WORKED_ON
PERMIT_CONT_1005850_2432148709.0,1005850,2432148709.0,2023-12-28,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.971162,WORKED_ON
PERMIT_CONT_1005851_3452720728.0,1005851,3452720728.0,2024-01-02,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.971257,WORKED_ON
PERMIT_CONT_1005852_1567566561.0,1005852,1567566561.0,2023-12-28,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.971351,WORKED_ON
PERMIT_CONT_1005854_1795340316.0,1005854,1795340316.0,2024-02-12,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.971515,WORKED_ON
PERMIT_CONT_1005857_4056273969.0,1005857,4056273969.0,2024-01-10,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.971724,WORKED_ON
PERMIT_CONT_1005859_1746134342.0,1005859,1746134342.0,2023-12-26,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.971875,WORKED_ON
PERMIT_CONT_1005861_3559579578.0,1005861,3559579578.0,2023-12-21,ELECTRICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.972038,WORKED_ON
PERMIT_CONT_1005862_910810761.0,1005862,910810761.0,2024-01-03,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.972191,WORKED_ON
PERMIT_CONT_1005863_582883354.0,1005863,582883354.0,2023-12-21,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.972328,WORKED_ON
PERMIT_CONT_1005864_2631273283.0,1005864,2631273283.0,2024-01-02,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.972439,WORKED_ON
PERMIT_CONT_1005865_1153122171.0,1005865,1153122171.0,2023-12-20,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.972543,WORKED_ON
PERMIT_CONT_1005866_1206040084.0,1005866,1206040084.0,2023-12-20,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.972642,WORKED_ON
PERMIT_CONT_1005867_1206040084.0,1005867,1206040084.0,2023-12-20,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.972740,WORKED_ON
PERMIT_CONT_1005868_2432148709.0,1005868,2432148709.0,2023-12-28,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.972837,WORKED_ON
PERMIT_CONT_1005869_724665264.0,1005869,724665264.0,2023-12-19,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.972932,WORKED_ON
PERMIT_CONT_1005871_1702169519.0,1005871,1702169519.0,2023-12-20,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.973088,WORKED_ON
PERMIT_CONT_1005872_1702169519.0,1005872,1702169519.0,2023-12-20,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.973182,WORKED_ON
PERMIT_CONT_1005875_2474599723.0,1005875,2474599723.0,2023-12-19,ELECTRICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.973390,WORKED_ON
PERMIT_CONT_1005876_578967999.0,1005876,578967999.0,2023-12-19,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.973484,WORKED_ON
PERMIT_CONT_1005881_1549509106.0,1005881,1549509106.0,2024-01-03,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.973796,WORKED_ON
PERMIT_CONT_1005884_1984101268.0,1005884,1984101268.0,2024-01-03,BUILDING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.974001,WORKED_ON
PERMIT_CONT_1005886_2638409907.0,1005886,2638409907.0,2023-12-19,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.974149,WORKED_ON
PERMIT_CONT_1005888_3811682439.0,1005888,3811682439.0,2023-12-23,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.974298,WORKED_ON
PERMIT_CONT_1005889_4150209144.0,1005889,4150209144.0,2023-12-20,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.974391,WORKED_ON
PERMIT_CONT_1005890_1394339490.0,1005890,1394339490.0,2023-12-20,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.974484,WORKED_ON
PERMIT_CONT_1005891_3004513063.0,1005891,3004513063.0,2023-12-15,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.974576,WORKED_ON
PERMIT_CONT_1005892_1702169519.0,1005892,1702169519.0,2023-12-20,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.974669,WORKED_ON
PERMIT_CONT_1005893_41047956.0,1005893,41047956.0,2023-12-18,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.974760,WORKED_ON
PERMIT_CONT_1005894_4182638216.0,1005894,4182638216.0,2023-12-19,ELECTRICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.974852,WORKED_ON
PERMIT_CONT_1005895_3999530961.0,1005895,3999530961.0,2024-01-22,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.974944,WORKED_ON
PERMIT_CONT_1005899_955149610.0,1005899,955149610.0,2023-12-14,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.975206,WORKED_ON
PERMIT_CONT_1005901_696965505.0,1005901,696965505.0,2023-12-14,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.975451,WORKED_ON
PERMIT_CONT_1005902_3103496671.0,1005902,3103496671.0,2023-12-26,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.975565,WORKED_ON
PERMIT_CONT_1005903_3294621042.0,1005903,3294621042.0,2023-12-14,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.975668,WORKED_ON
PERMIT_CONT_1005905_1206040084.0,1005905,1206040084.0,2023-12-13,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.975828,WORKED_ON
PERMIT_CONT_1005906_1206040084.0,1005906,1206040084.0,2023-12-13,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.975925,WORKED_ON
PERMIT_CONT_1005907_2432148709.0,1005907,2432148709.0,2023-12-14,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.976020,WORKED_ON
PERMIT_CONT_1005910_2432148709.0,1005910,2432148709.0,2023-12-14,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.976227,WORKED_ON
PERMIT_CONT_1005911_2432148709.0,1005911,2432148709.0,2023-12-14,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.976321,WORKED_ON
PERMIT_CONT_1005912_540080604.0,1005912,540080604.0,2023-12-19,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.976414,WORKED_ON
PERMIT_CONT_1005914_64674000.0,1005914,64674000.0,2023-12-28,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.976565,WORKED_ON
PERMIT_CONT_1005915_3498548153.0,1005915,3498548153.0,2023-12-18,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.976659,WORKED_ON
PERMIT_CONT_1005919_1167251287.0,1005919,1167251287.0,2023-12-14,INTERIOR,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.976921,WORKED_ON
PERMIT_CONT_1005920_1746134342.0,1005920,1746134342.0,2024-01-18,ELECTRICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.977015,WORKED_ON
PERMIT_CONT_1005923_2815931074.0,1005923,2815931074.0,2023-12-14,ELECTRICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.977223,WORKED_ON
PERMIT_CONT_1005928_976860719.0,1005928,976860719.0,2023-12-14,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.977536,WORKED_ON
PERMIT_CONT_1005933_866077244.0,1005933,866077244.0,2023-12-13,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.977855,WORKED_ON
PERMIT_CONT_1005934_2211291481.0,1005934,2211291481.0,2023-12-14,ELECTRICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.977950,WORKED_ON
PERMIT_CONT_1005936_1717349771.0,1005936,1717349771.0,2023-12-15,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.978101,WORKED_ON
PERMIT_CONT_1005937_2822402063.0,1005937,2822402063.0,2023-12-13,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.978194,WORKED_ON
PERMIT_CONT_1005938_3161877350.0,1005938,3161877350.0,2023-12-14,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.978288,WORKED_ON
PERMIT_CONT_1005939_3161877350.0,1005939,3161877350.0,2023-12-14,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.978381,WORKED_ON
PERMIT_CONT_1005940_3056401768.0,1005940,3056401768.0,2023-12-12,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.978473,WORKED_ON
PERMIT_CONT_1005941_3056401768.0,1005941,3056401768.0,2023-12-12,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.978567,WORKED_ON
PERMIT_CONT_1005942_1206040084.0,1005942,1206040084.0,2023-12-12,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.978660,WORKED_ON
PERMIT_CONT_1005943_1206040084.0,1005943,1206040084.0,2023-12-12,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.978753,WORKED_ON
PERMIT_CONT_1005944_2432148709.0,1005944,2432148709.0,2023-12-12,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.978853,WORKED_ON
PERMIT_CONT_1005946_3304856506.0,1005946,3304856506.0,2023-12-13,INTERIOR,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.979005,WORKED_ON
PERMIT_CONT_1005947_1751275783.0,1005947,1751275783.0,2023-12-12,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.979098,WORKED_ON
PERMIT_CONT_1005948_2229148475.0,1005948,2229148475.0,2023-12-15,ELECTRICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.979191,WORKED_ON
PERMIT_CONT_1005951_4055496956.0,1005951,4055496956.0,2024-09-24,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.979397,WORKED_ON
PERMIT_CONT_1005952_2509175863.0,1005952,2509175863.0,2024-06-06,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.979491,WORKED_ON
PERMIT_CONT_1005954_2509175863.0,1005954,2509175863.0,2024-03-07,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.979642,WORKED_ON
PERMIT_CONT_1005955_582883354.0,1005955,582883354.0,2023-12-13,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.979736,WORKED_ON
PERMIT_CONT_1005956_1915584956.0,1005956,1915584956.0,2023-12-13,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.979829,WORKED_ON
PERMIT_CONT_1005957_3238654903.0,1005957,3238654903.0,2023-12-12,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.979922,WORKED_ON
PERMIT_CONT_1005958_3238654903.0,1005958,3238654903.0,2023-12-12,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.980015,WORKED_ON
PERMIT_CONT_1005959_1466702129.0,1005959,1466702129.0,2023-12-12,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.980108,WORKED_ON
PERMIT_CONT_1005960_1466702129.0,1005960,1466702129.0,2023-12-12,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.980201,WORKED_ON
PERMIT_CONT_1005961_3085001678.0,1005961,3085001678.0,2023-12-13,INTERIOR,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.980304,WORKED_ON
PERMIT_CONT_1005962_1289392776.0,1005962,1289392776.0,2023-12-12,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.980400,WORKED_ON
PERMIT_CONT_1005963_3922148599.0,1005963,3922148599.0,2023-12-12,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.980499,WORKED_ON
PERMIT_CONT_1005964_3922148599.0,1005964,3922148599.0,2023-12-12,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.980594,WORKED_ON
PERMIT_CONT_1005966_2432148709.0,1005966,2432148709.0,2023-12-12,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.980870,WORKED_ON
PERMIT_CONT_1005967_1424179147.0,1005967,1424179147.0,2023-12-12,INTERIOR,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.980984,WORKED_ON
PERMIT_CONT_1005969_1717349771.0,1005969,1717349771.0,2023-12-18,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.981148,WORKED_ON
PERMIT_CONT_1005970_1697724813.0,1005970,1697724813.0,2023-12-12,ELECTRICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.981244,WORKED_ON
PERMIT_CONT_1005971_3605087358.0,1005971,3605087358.0,2023-12-13,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.981341,WORKED_ON
PERMIT_CONT_1005972_3605087358.0,1005972,3605087358.0,2023-12-13,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.981434,WORKED_ON
PERMIT_CONT_1005973_3386723895.0,1005973,3386723895.0,2023-12-11,ELECTRICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.981528,WORKED_ON
PERMIT_CONT_1005976_2766164675.0,1005976,2766164675.0,2023-12-19,ELECTRICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.981733,WORKED_ON
PERMIT_CONT_1005978_227576634.0,1005978,227576634.0,2023-12-11,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.981881,WORKED_ON
PERMIT_CONT_1005980_2432148709.0,1005980,2432148709.0,2023-12-08,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.982030,WORKED_ON
PERMIT_CONT_1005981_399828891.0,1005981,399828891.0,2023-12-08,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.982121,WORKED_ON
PERMIT_CONT_1005982_1206040084.0,1005982,1206040084.0,2023-12-11,PLUMBING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.982214,WORKED_ON
PERMIT_CONT_1005983_691287437.0,1005983,691287437.0,2023-12-07,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.982306,WORKED_ON
PERMIT_CONT_1005985_2881224062.0,1005985,2881224062.0,2023-12-11,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.982455,WORKED_ON
PERMIT_CONT_1005986_2881224062.0,1005986,2881224062.0,2023-12-08,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.982547,WORKED_ON
PERMIT_CONT_1005987_1048114752.0,1005987,1048114752.0,2023-12-08,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.982639,WORKED_ON
PERMIT_CONT_1005988_1148279651.0,1005988,1148279651.0,2023-12-07,ELECTRICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.982731,WORKED_ON
PERMIT_CONT_1005989_103211997.0,1005989,103211997.0,2023-12-07,ELECTRICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.982824,WORKED_ON
PERMIT_CONT_1005990_1809754354.0,1005990,1809754354.0,2023-12-11,INTERIOR,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.982916,WORKED_ON
PERMIT_CONT_1005992_149876455.0,1005992,149876455.0,2023-12-07,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.983065,WORKED_ON
PERMIT_CONT_1005993_3908245923.0,1005993,3908245923.0,2023-12-11,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.983157,WORKED_ON
PERMIT_CONT_1005998_1167251287.0,1005998,1167251287.0,2023-12-06,INTERIOR,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.983467,WORKED_ON
PERMIT_CONT_1005999_3276207656.0,1005999,3276207656.0,2023-12-06,INTERIOR,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.983559,WORKED_ON
PERMIT_CONT_1006000_3004675801.0,1006000,3004675801.0,2023-12-06,ELECTRICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.983651,WORKED_ON
PERMIT_CONT_1006002_3028411665.0,1006002,3028411665.0,2024-01-25,OTHER,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.983800,WORKED_ON
PERMIT_CONT_1006004_1376214146.0,1006004,1376214146.0,2023-12-07,MECHANICAL,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.983947,WORKED_ON
PERMIT_CONT_1006007_3383913357.0,1006007,3383913357.0,2023-12-06,BUILDING,0,PRIMARY,PERFORMED_WORK,BUILDING_DEPT,2025-07-21T22:32:19.984151,WORKED_ON
